# Experiment File Name : card ARV7 _8 08.02.22.sds
# Created By :giulia.salva@gmail.com
# Last Modified Date : 2022-02-10 09:46:08 AM
# Instrument Type : 7900HT Real-Time PCR System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A14","210","-477885_mir","0.552","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.232","true","3.0","36.0","false",
"A15","210","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"A16","210","-477916_mir","0.608","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.196","true","3.0","39.0","false",
"A17","210","-477925_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.143","true","3.0","39.0","false",
"A18","210","-477967_mir","0.0","No Amp","UNKNOWN","Undetermined","34.069","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"A19","210","-477982_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.176","true","3.0","39.0","false",
"A20","210","-478323_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"A21","210","-478074_mir","0.499","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.045","true","3.0","39.0","false",
"A22","210","-478350_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"A23","210","-477952_mir","0.526","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.235","true","3.0","39.0","false",
"A24","210","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"B1","210","-478577_mir","1.083","Amp","UNKNOWN","37.072","37.556","0.684","-","-","-","-","-","-","-","true","0.2","true","3.0","31.0","false",
"B2","210","-477973_mir","0.801","No Amp","UNKNOWN","35.971","35.799","0.243","-","-","-","-","-","-","-","true","0.102","true","3.0","30.0","false",
"B3","210","-477975_mir","0.573","No Amp","UNKNOWN","39.350","39.35","-","-","-","-","-","-","-","-","true","0.09","true","3.0","29.0","false",
"B4","210","-477992_mir","0.949","Amp","UNKNOWN","38.175","38.924","1.058","-","-","-","-","-","-","-","true","0.133","true","3.0","32.0","false",
"B5","210","-478369_mir","0.441","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.127","true","3.0","39.0","false",
"B6","210","-478007_mir","0.647","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.046","true","3.0","39.0","false",
"B7","210","-478606_mir","0.76","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"B8","210","-478026_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"B9","210","-478213_mir","0.595","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"B10","210","-478343_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.052","true","3.0","39.0","false",
"B11","210","-477860_mir","1.222","Amp","UNKNOWN","34.866","34.866","-","-","-","-","-","-","-","-","true","0.304","true","3.0","23.0","false",
"B12","210","-478225_mir","0.634","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"B13","210","-478412_mir","0.474","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.045","true","3.0","39.0","false",
"B14","210","-477885_mir","0.719","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.232","true","3.0","30.0","false",
"B15","210","-478501_mir","0.316","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"B16","210","-477916_mir","0.767","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.196","true","3.0","25.0","false",
"B17","210","-477925_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.143","true","3.0","39.0","false",
"B18","210","-477967_mir","0.619","Amp","UNKNOWN","34.069","34.069","-","-","-","-","-","-","-","-","true","0.04","true","3.0","25.0","false",
"B19","210","-477982_mir","0.48","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.176","true","3.0","39.0","false",
"B20","210","-478323_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"B21","210","-478074_mir","0.531","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.045","true","3.0","39.0","false",
"B22","210","-478350_mir","0.89","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"B23","210","-477952_mir","0.633","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.235","true","3.0","39.0","false",
"B24","210","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"C1","211","-478577_mir","0.834","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"C2","211","-477973_mir","1.363","Amp","UNKNOWN","32.106","31.738","0.521","-","-","-","-","-","-","-","true","0.102","true","3.0","28.0","false",
"C3","211","-477975_mir","1.272","Amp","UNKNOWN","26.212","25.992","0.31","-","-","-","-","-","-","-","true","0.09","true","3.0","22.0","false",
"C4","211","-477992_mir","1.369","Amp","UNKNOWN","27.945","28.396","0.639","-","-","-","-","-","-","-","true","0.133","true","3.0","22.0","false",
"C5","211","-478369_mir","1.302","Amp","UNKNOWN","28.663","28.48","0.259","-","-","-","-","-","-","-","true","0.127","true","3.0","23.0","false",
"C6","211","-478007_mir","0.821","Inconclusive","UNKNOWN","Undetermined","26.805","-","-","-","-","-","-","-","-","true","0.046","true","3.0","39.0","false",
"C7","211","-478606_mir","1.077","Inconclusive","UNKNOWN","29.463","26.99","3.497","-","-","-","-","-","-","-","true","0.04","true","3.0","27.0","false",
"C8","211","-478026_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"C9","211","-478213_mir","0.701","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"C10","211","-478343_mir","0.911","Inconclusive","UNKNOWN","30.645","30.93","0.402","-","-","-","-","-","-","-","true","0.052","true","3.0","28.0","false",
"C11","211","-477860_mir","1.416","Amp","UNKNOWN","22.909","22.903","0.008","-","-","-","-","-","-","-","true","0.304","true","3.0","15.0","false",
"C12","211","-478225_mir","1.09","Amp","UNKNOWN","25.108","24.782","0.46","-","-","-","-","-","-","-","true","0.04","true","3.0","22.0","false",
"C13","211","-478412_mir","0.93","Amp","UNKNOWN","25.285","24.052","1.743","-","-","-","-","-","-","-","true","0.045","true","3.0","21.0","false",
"C14","211","-477885_mir","1.426","Amp","UNKNOWN","30.313","30.156","0.222","-","-","-","-","-","-","-","true","0.232","true","3.0","25.0","false",
"C15","211","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"C16","211","-477916_mir","1.487","Amp","UNKNOWN","26.213","26.205","0.011","-","-","-","-","-","-","-","true","0.196","true","3.0","20.0","false",
"C17","211","-477925_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.143","true","3.0","39.0","false",
"C18","211","-477967_mir","0.951","Amp","UNKNOWN","23.892","25.191","1.837","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"C19","211","-477982_mir","1.399","Amp","UNKNOWN","31.718","31.522","0.278","-","-","-","-","-","-","-","true","0.176","true","3.0","26.0","false",
"C20","211","-478323_mir","0.0","Inconclusive","UNKNOWN","Undetermined","28.152","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"C21","211","-478074_mir","1.028","Amp","UNKNOWN","23.169","23.62","0.638","-","-","-","-","-","-","-","true","0.045","true","3.0","19.0","false",
"C22","211","-478350_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"C23","211","-477952_mir","1.19","Amp","UNKNOWN","30.939","30.45","0.692","-","-","-","-","-","-","-","true","0.235","true","3.0","24.0","false",
"C24","211","-478411_mir","0.843","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"D1","211","-478577_mir","0.863","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"D2","211","-477973_mir","1.375","Amp","UNKNOWN","31.369","31.738","0.521","-","-","-","-","-","-","-","true","0.102","true","3.0","27.0","false",
"D3","211","-477975_mir","1.257","Amp","UNKNOWN","25.773","25.992","0.31","-","-","-","-","-","-","-","true","0.09","true","3.0","20.0","false",
"D4","211","-477992_mir","1.371","Amp","UNKNOWN","28.848","28.396","0.639","-","-","-","-","-","-","-","true","0.133","true","3.0","23.0","false",
"D5","211","-478369_mir","1.31","Amp","UNKNOWN","28.297","28.48","0.259","-","-","-","-","-","-","-","true","0.127","true","3.0","23.0","false",
"D6","211","-478007_mir","0.968","Amp","UNKNOWN","26.805","26.805","-","-","-","-","-","-","-","-","true","0.046","true","3.0","24.0","false",
"D7","211","-478606_mir","1.006","Amp","UNKNOWN","24.517","26.99","3.497","-","-","-","-","-","-","-","true","0.04","true","3.0","23.0","false",
"D8","211","-478026_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"D9","211","-478213_mir","0.83","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","30.0","false",
"D10","211","-478343_mir","0.866","Amp","UNKNOWN","31.214","30.93","0.402","-","-","-","-","-","-","-","true","0.052","true","3.0","28.0","false",
"D11","211","-477860_mir","1.429","Amp","UNKNOWN","22.898","22.903","0.008","-","-","-","-","-","-","-","true","0.304","true","3.0","16.0","false",
"D12","211","-478225_mir","1.104","Amp","UNKNOWN","24.457","24.782","0.46","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"D13","211","-478412_mir","0.939","Amp","UNKNOWN","22.820","24.052","1.743","-","-","-","-","-","-","-","true","0.045","true","3.0","18.0","false",
"D14","211","-477885_mir","1.414","Amp","UNKNOWN","30.000","30.156","0.222","-","-","-","-","-","-","-","true","0.232","true","3.0","23.0","false",
"D15","211","-478501_mir","0.554","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"D16","211","-477916_mir","1.491","Amp","UNKNOWN","26.197","26.205","0.011","-","-","-","-","-","-","-","true","0.196","true","3.0","21.0","false",
"D17","211","-477925_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.143","true","3.0","39.0","false",
"D18","211","-477967_mir","0.909","Amp","UNKNOWN","26.489","25.191","1.837","-","-","-","-","-","-","-","true","0.04","true","3.0","23.0","false",
"D19","211","-477982_mir","1.336","Amp","UNKNOWN","31.325","31.522","0.278","-","-","-","-","-","-","-","true","0.176","true","3.0","23.0","false",
"D20","211","-478323_mir","0.753","Inconclusive","UNKNOWN","28.152","28.152","-","-","-","-","-","-","-","-","true","0.04","true","3.0","26.0","false",
"D21","211","-478074_mir","1.016","Amp","UNKNOWN","24.071","23.62","0.638","-","-","-","-","-","-","-","true","0.045","true","3.0","21.0","false",
"D22","211","-478350_mir","0.915","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"D23","211","-477952_mir","1.172","Amp","UNKNOWN","29.961","30.45","0.692","-","-","-","-","-","-","-","true","0.235","true","3.0","21.0","false",
"D24","211","-478411_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"E1","212","-478577_mir","0.747","Inconclusive","UNKNOWN","38.112","38.112","-","-","-","-","-","-","-","-","true","0.2","true","3.0","24.0","false",
"E2","212","-477973_mir","1.468","Amp","UNKNOWN","29.506","30.308","1.134","-","-","-","-","-","-","-","true","0.102","true","3.0","25.0","false",
"E3","212","-477975_mir","1.396","Amp","UNKNOWN","23.766","23.696","0.099","-","-","-","-","-","-","-","true","0.09","true","3.0","20.0","false",
"E4","212","-477992_mir","1.426","Amp","UNKNOWN","25.947","26.057","0.156","-","-","-","-","-","-","-","true","0.133","true","3.0","20.0","false",
"E5","212","-478369_mir","1.344","Amp","UNKNOWN","27.018","26.879","0.196","-","-","-","-","-","-","-","true","0.127","true","3.0","22.0","false",
"E6","212","-478007_mir","1.198","Amp","UNKNOWN","24.288","25.217","1.314","-","-","-","-","-","-","-","true","0.046","true","3.0","22.0","false",
"E7","212","-478606_mir","1.086","Amp","UNKNOWN","28.435","28.377","0.082","-","-","-","-","-","-","-","true","0.04","true","3.0","25.0","false",
"E8","212","-478026_mir","0.637","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"E9","212","-478213_mir","0.711","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","31.0","false",
"E10","212","-478343_mir","1.172","Amp","UNKNOWN","30.810","29.559","1.77","-","-","-","-","-","-","-","true","0.052","true","3.0","27.0","false",
"E11","212","-477860_mir","1.437","Amp","UNKNOWN","22.233","22.146","0.123","-","-","-","-","-","-","-","true","0.304","true","3.0","14.0","false",
"E12","212","-478225_mir","1.161","Amp","UNKNOWN","25.994","25.922","0.101","-","-","-","-","-","-","-","true","0.04","true","3.0","23.0","false",
"E13","212","-478412_mir","0.961","Amp","UNKNOWN","25.451","25.623","0.244","-","-","-","-","-","-","-","true","0.045","true","3.0","22.0","false",
"E14","212","-477885_mir","1.462","Amp","UNKNOWN","27.661","27.762","0.143","-","-","-","-","-","-","-","true","0.232","true","3.0","21.0","false",
"E15","212","-478501_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"E16","212","-477916_mir","1.521","Amp","UNKNOWN","25.836","25.802","0.049","-","-","-","-","-","-","-","true","0.196","true","3.0","20.0","false",
"E17","212","-477925_mir","1.229","Amp","UNKNOWN","32.001","31.957","0.062","-","-","-","-","-","-","-","true","0.143","true","3.0","25.0","false",
"E18","212","-477967_mir","0.679","Amp","UNKNOWN","Undetermined","30.317","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"E19","212","-477982_mir","1.409","Amp","UNKNOWN","28.967","28.938","0.041","-","-","-","-","-","-","-","true","0.176","true","3.0","23.0","false",
"E20","212","-478323_mir","0.8","Amp","UNKNOWN","29.681","29.029","0.922","-","-","-","-","-","-","-","true","0.04","true","3.0","26.0","false",
"E21","212","-478074_mir","1.115","Amp","UNKNOWN","25.961","25.296","0.94","-","-","-","-","-","-","-","true","0.045","true","3.0","23.0","false",
"E22","212","-478350_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"E23","212","-477952_mir","1.329","Amp","UNKNOWN","27.830","28.218","0.549","-","-","-","-","-","-","-","true","0.235","true","3.0","20.0","false",
"E24","212","-478411_mir","1.108","Amp","UNKNOWN","27.406","26.037","1.936","-","-","-","-","-","-","-","true","0.04","true","3.0","25.0","false",
"F1","212","-478577_mir","0.75","Inconclusive","UNKNOWN","Undetermined","38.112","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F2","212","-477973_mir","1.408","Amp","UNKNOWN","31.110","30.308","1.134","-","-","-","-","-","-","-","true","0.102","true","3.0","26.0","false",
"F3","212","-477975_mir","1.394","Amp","UNKNOWN","23.627","23.696","0.099","-","-","-","-","-","-","-","true","0.09","true","3.0","19.0","false",
"F4","212","-477992_mir","1.422","Amp","UNKNOWN","26.168","26.057","0.156","-","-","-","-","-","-","-","true","0.133","true","3.0","20.0","false",
"F5","212","-478369_mir","1.33","Amp","UNKNOWN","26.741","26.879","0.196","-","-","-","-","-","-","-","true","0.127","true","3.0","20.0","false",
"F6","212","-478007_mir","1.193","Amp","UNKNOWN","26.146","25.217","1.314","-","-","-","-","-","-","-","true","0.046","true","3.0","23.0","false",
"F7","212","-478606_mir","1.054","Amp","UNKNOWN","28.319","28.377","0.082","-","-","-","-","-","-","-","true","0.04","true","3.0","26.0","false",
"F8","212","-478026_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F9","212","-478213_mir","0.671","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F10","212","-478343_mir","1.179","Amp","UNKNOWN","28.308","29.559","1.77","-","-","-","-","-","-","-","true","0.052","true","3.0","24.0","false",
"F11","212","-477860_mir","1.469","Amp","UNKNOWN","22.059","22.146","0.123","-","-","-","-","-","-","-","true","0.304","true","3.0","15.0","false",
"F12","212","-478225_mir","1.163","Amp","UNKNOWN","25.851","25.922","0.101","-","-","-","-","-","-","-","true","0.04","true","3.0","22.0","false",
"F13","212","-478412_mir","0.978","Amp","UNKNOWN","25.795","25.623","0.244","-","-","-","-","-","-","-","true","0.045","true","3.0","22.0","false",
"F14","212","-477885_mir","1.457","Amp","UNKNOWN","27.863","27.762","0.143","-","-","-","-","-","-","-","true","0.232","true","3.0","23.0","false",
"F15","212","-478501_mir","0.846","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F16","212","-477916_mir","1.541","Amp","UNKNOWN","25.767","25.802","0.049","-","-","-","-","-","-","-","true","0.196","true","3.0","19.0","false",
"F17","212","-477925_mir","1.252","Amp","UNKNOWN","31.913","31.957","0.062","-","-","-","-","-","-","-","true","0.143","true","3.0","26.0","false",
"F18","212","-477967_mir","0.648","Amp","UNKNOWN","30.317","30.317","-","-","-","-","-","-","-","-","true","0.04","true","3.0","25.0","false",
"F19","212","-477982_mir","1.421","Amp","UNKNOWN","28.909","28.938","0.041","-","-","-","-","-","-","-","true","0.176","true","3.0","24.0","false",
"F20","212","-478323_mir","0.853","Amp","UNKNOWN","28.377","29.029","0.922","-","-","-","-","-","-","-","true","0.04","true","3.0","25.0","false",
"F21","212","-478074_mir","1.064","Amp","UNKNOWN","24.631","25.296","0.94","-","-","-","-","-","-","-","true","0.045","true","3.0","21.0","false",
"F22","212","-478350_mir","0.97","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F23","212","-477952_mir","1.341","Amp","UNKNOWN","28.607","28.218","0.549","-","-","-","-","-","-","-","true","0.235","true","3.0","23.0","false",
"F24","212","-478411_mir","1.133","Amp","UNKNOWN","24.669","26.037","1.936","-","-","-","-","-","-","-","true","0.04","true","3.0","22.0","false",
"G1","213","-478577_mir","0.854","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"G2","213","-477973_mir","1.148","Inconclusive","UNKNOWN","33.293","32.887","0.574","-","-","-","-","-","-","-","true","0.102","true","3.0","29.0","false",
"G3","213","-477975_mir","1.303","Amp","UNKNOWN","23.909","23.994","0.119","-","-","-","-","-","-","-","true","0.09","true","3.0","19.0","false",
"G4","213","-477992_mir","1.379","Amp","UNKNOWN","26.951","27.059","0.153","-","-","-","-","-","-","-","true","0.133","true","3.0","22.0","false",
"G5","213","-478369_mir","1.306","Amp","UNKNOWN","27.146","26.97","0.249","-","-","-","-","-","-","-","true","0.127","true","3.0","22.0","false",
"G6","213","-478007_mir","0.838","Amp","UNKNOWN","26.346","26.262","0.119","-","-","-","-","-","-","-","true","0.046","true","3.0","23.0","false",
"G7","213","-478606_mir","1.092","Amp","UNKNOWN","29.136","25.927","4.538","-","-","-","-","-","-","-","true","0.04","true","3.0","24.0","false",
"G8","213","-478026_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"G9","213","-478213_mir","0.437","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"G10","213","-478343_mir","1.116","Amp","UNKNOWN","30.155","29.145","1.429","-","-","-","-","-","-","-","true","0.052","true","3.0","24.0","false",
"G11","213","-477860_mir","1.445","Amp","UNKNOWN","22.230","22.271","0.058","-","-","-","-","-","-","-","true","0.304","true","3.0","15.0","false",
"G12","213","-478225_mir","1.081","Amp","UNKNOWN","24.936","24.872","0.09","-","-","-","-","-","-","-","true","0.04","true","3.0","22.0","false",
"G13","213","-478412_mir","0.937","Amp","UNKNOWN","25.798","25.121","0.957","-","-","-","-","-","-","-","true","0.045","true","3.0","23.0","false",
"G14","213","-477885_mir","1.398","Amp","UNKNOWN","28.703","28.714","0.016","-","-","-","-","-","-","-","true","0.232","true","3.0","20.0","false",
"G15","213","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"G16","213","-477916_mir","1.484","Amp","UNKNOWN","25.339","25.44","0.143","-","-","-","-","-","-","-","true","0.196","true","3.0","19.0","false",
"G17","213","-477925_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.143","true","3.0","39.0","false",
"G18","213","-477967_mir","0.836","Amp","UNKNOWN","26.308","25.51","1.129","-","-","-","-","-","-","-","true","0.04","true","3.0","23.0","false",
"G19","213","-477982_mir","1.387","Amp","UNKNOWN","30.253","30.299","0.066","-","-","-","-","-","-","-","true","0.176","true","3.0","24.0","false",
"G20","213","-478323_mir","0.678","Amp","UNKNOWN","25.989","26.344","0.502","-","-","-","-","-","-","-","true","0.04","true","3.0","22.0","false",
"G21","213","-478074_mir","0.803","Amp","UNKNOWN","26.349","24.55","2.544","-","-","-","-","-","-","-","true","0.045","true","3.0","22.0","false",
"G22","213","-478350_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"G23","213","-477952_mir","1.226","Amp","UNKNOWN","28.637","28.775","0.196","-","-","-","-","-","-","-","true","0.235","true","3.0","20.0","false",
"G24","213","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"H1","213","-478577_mir","0.802","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"H2","213","-477973_mir","1.005","Amp","UNKNOWN","32.482","32.887","0.574","-","-","-","-","-","-","-","true","0.102","true","3.0","25.0","false",
"H3","213","-477975_mir","1.317","Amp","UNKNOWN","24.078","23.994","0.119","-","-","-","-","-","-","-","true","0.09","true","3.0","19.0","false",
"H4","213","-477992_mir","1.402","Amp","UNKNOWN","27.168","27.059","0.153","-","-","-","-","-","-","-","true","0.133","true","3.0","22.0","false",
"H5","213","-478369_mir","1.308","Amp","UNKNOWN","26.794","26.97","0.249","-","-","-","-","-","-","-","true","0.127","true","3.0","22.0","false",
"H6","213","-478007_mir","0.895","Amp","UNKNOWN","26.178","26.262","0.119","-","-","-","-","-","-","-","true","0.046","true","3.0","22.0","false",
"H7","213","-478606_mir","1.072","Amp","UNKNOWN","22.718","25.927","4.538","-","-","-","-","-","-","-","true","0.04","true","3.0","22.0","false",
"H8","213","-478026_mir","0.584","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"H9","213","-478213_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"H10","213","-478343_mir","1.126","Amp","UNKNOWN","28.135","29.145","1.429","-","-","-","-","-","-","-","true","0.052","true","3.0","24.0","false",
"H11","213","-477860_mir","1.434","Amp","UNKNOWN","22.311","22.271","0.058","-","-","-","-","-","-","-","true","0.304","true","3.0","15.0","false",
"H12","213","-478225_mir","1.077","Amp","UNKNOWN","24.808","24.872","0.09","-","-","-","-","-","-","-","true","0.04","true","3.0","22.0","false",
"H13","213","-478412_mir","0.941","Amp","UNKNOWN","24.444","25.121","0.957","-","-","-","-","-","-","-","true","0.045","true","3.0","20.0","false",
"H14","213","-477885_mir","1.391","Amp","UNKNOWN","28.725","28.714","0.016","-","-","-","-","-","-","-","true","0.232","true","3.0","21.0","false",
