# Experiment File Name : card ARV7 _6 08.02.22.sds
# Created By :giulia.salva@gmail.com
# Last Modified Date : 2022-02-10 09:46:08 AM
# Instrument Type : 7900HT Real-Time PCR System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"D3","147","-477975_mir","1.347","Amp","UNKNOWN","22.523","22.661","0.194","-","-","-","-","-","-","-","true","0.277","true","3.0","15.0","false",
"D4","147","-477992_mir","1.394","Amp","UNKNOWN","25.123","24.914","0.294","-","-","-","-","-","-","-","true","0.383","true","3.0","18.0","false",
"D5","147","-478369_mir","1.31","Amp","UNKNOWN","24.468","24.953","0.687","-","-","-","-","-","-","-","true","0.241","true","3.0","15.0","false",
"D6","147","-478007_mir","1.198","Amp","UNKNOWN","20.820","19.929","1.26","-","-","-","-","-","-","-","true","0.069","true","3.0","17.0","false",
"D7","147","-478606_mir","1.059","Amp","UNKNOWN","21.547","21.866","0.451","-","-","-","-","-","-","-","true","0.04","true","3.0","19.0","false",
"D8","147","-478026_mir","0.773","Inconclusive","UNKNOWN","24.358","22.574","2.523","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"D9","147","-478213_mir","0.556","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"D10","147","-478343_mir","1.046","Amp","UNKNOWN","27.377","23.589","5.357","-","-","-","-","-","-","-","true","0.07","true","3.0","24.0","false",
"D11","147","-477860_mir","1.451","Amp","UNKNOWN","20.392","20.415","0.033","-","-","-","-","-","-","-","true","0.511","true","3.0","12.0","false",
"D12","147","-478225_mir","1.046","Amp","UNKNOWN","21.814","20.977","1.183","-","-","-","-","-","-","-","true","0.06","true","3.0","18.0","false",
"D13","147","-478412_mir","0.969","Amp","UNKNOWN","16.818","19.764","4.166","-","-","-","-","-","-","-","true","0.04","true","3.0","14.0","false",
"D14","147","-477885_mir","1.426","Amp","UNKNOWN","25.357","25.559","0.286","-","-","-","-","-","-","-","true","0.372","true","3.0","18.0","false",
"D15","147","-478501_mir","0.137","No Amp","UNKNOWN","21.847","21.847","-","-","-","-","-","-","-","-","true","0.04","true","3.0","15.0","false",
"D16","147","-477916_mir","1.494","Amp","UNKNOWN","24.097","24.186","0.126","-","-","-","-","-","-","-","true","0.366","true","3.0","18.0","false",
"D17","147","-477925_mir","1.158","Amp","UNKNOWN","32.904","32.98","0.108","-","-","-","-","-","-","-","true","0.115","true","3.0","27.0","false",
"D18","147","-477967_mir","0.948","Amp","UNKNOWN","24.764","24.8","0.051","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"D19","147","-477982_mir","1.398","Amp","UNKNOWN","28.183","28.392","0.295","-","-","-","-","-","-","-","true","0.369","true","3.0","21.0","false",
"D20","147","-478323_mir","0.808","Inconclusive","UNKNOWN","23.362","24.594","1.742","-","-","-","-","-","-","-","true","0.04","true","3.0","18.0","false",
"D21","147","-478074_mir","1.059","Amp","UNKNOWN","18.154","18.757","0.853","-","-","-","-","-","-","-","true","0.04","true","3.0","14.0","false",
"D22","147","-478350_mir","0.892","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"D23","147","-477952_mir","1.342","Amp","UNKNOWN","22.919","22.871","0.069","-","-","-","-","-","-","-","true","0.207","true","3.0","16.0","false",
"D24","147","-478411_mir","1.103","Amp","UNKNOWN","21.886","18.589","4.662","-","-","-","-","-","-","-","true","0.061","true","3.0","18.0","false",
"E1","148","-478577_mir","0.867","Inconclusive","UNKNOWN","38.344","33.917","6.261","-","-","-","-","-","-","-","true","0.183","true","3.0","27.0","false",
"E2","148","-477973_mir","1.282","Amp","UNKNOWN","31.401","31.642","0.341","-","-","-","-","-","-","-","true","0.136","true","3.0","26.0","false",
"E3","148","-477975_mir","1.368","Amp","UNKNOWN","25.449","25.272","0.25","-","-","-","-","-","-","-","true","0.277","true","3.0","20.0","false",
"E4","148","-477992_mir","1.43","Amp","UNKNOWN","28.723","28.496","0.322","-","-","-","-","-","-","-","true","0.383","true","3.0","20.0","false",
"E5","148","-478369_mir","1.335","Amp","UNKNOWN","26.984","26.855","0.182","-","-","-","-","-","-","-","true","0.241","true","3.0","21.0","false",
"E6","148","-478007_mir","1.074","Amp","UNKNOWN","23.184","24.138","1.349","-","-","-","-","-","-","-","true","0.069","true","3.0","19.0","false",
"E7","148","-478606_mir","1.116","Amp","UNKNOWN","27.839","27.128","1.006","-","-","-","-","-","-","-","true","0.04","true","3.0","24.0","false",
"E8","148","-478026_mir","0.669","Inconclusive","UNKNOWN","34.887","31.008","5.485","-","-","-","-","-","-","-","true","0.04","true","3.0","36.0","false",
"E9","148","-478213_mir","0.821","Inconclusive","UNKNOWN","33.003","33.003","-","-","-","-","-","-","-","-","true","0.04","true","3.0","29.0","false",
"E10","148","-478343_mir","1.181","Amp","UNKNOWN","30.944","30.453","0.695","-","-","-","-","-","-","-","true","0.07","true","3.0","28.0","false",
"E11","148","-477860_mir","1.469","Amp","UNKNOWN","22.685","22.533","0.215","-","-","-","-","-","-","-","true","0.511","true","3.0","16.0","false",
"E12","148","-478225_mir","1.141","Amp","UNKNOWN","24.562","24.588","0.037","-","-","-","-","-","-","-","true","0.06","true","3.0","21.0","false",
"E13","148","-478412_mir","0.94","Amp","UNKNOWN","24.536","24.003","0.754","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"E14","148","-477885_mir","1.425","Amp","UNKNOWN","29.478","29.473","0.007","-","-","-","-","-","-","-","true","0.372","true","3.0","23.0","false",
"E15","148","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"E16","148","-477916_mir","1.468","Amp","UNKNOWN","26.970","26.776","0.274","-","-","-","-","-","-","-","true","0.366","true","3.0","21.0","false",
"E17","148","-477925_mir","1.299","Amp","UNKNOWN","31.023","31.437","0.586","-","-","-","-","-","-","-","true","0.115","true","3.0","24.0","false",
"E18","148","-477967_mir","1.002","Amp","UNKNOWN","23.895","24.772","1.241","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"E19","148","-477982_mir","1.44","Amp","UNKNOWN","29.360","29.506","0.206","-","-","-","-","-","-","-","true","0.369","true","3.0","21.0","false",
"E20","148","-478323_mir","0.894","Amp","UNKNOWN","27.099","25.711","1.964","-","-","-","-","-","-","-","true","0.04","true","3.0","22.0","false",
"E21","148","-478074_mir","0.887","Amp","UNKNOWN","25.307","23.903","1.986","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"E22","148","-478350_mir","0.827","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"E23","148","-477952_mir","1.238","Amp","UNKNOWN","27.206","26.854","0.497","-","-","-","-","-","-","-","true","0.207","true","3.0","21.0","false",
"E24","148","-478411_mir","0.645","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.061","true","3.0","39.0","false",
"F1","148","-478577_mir","0.903","Inconclusive","UNKNOWN","29.490","33.917","6.261","-","-","-","-","-","-","-","true","0.183","true","3.0","20.0","false",
"F2","148","-477973_mir","1.193","Amp","UNKNOWN","31.884","31.642","0.341","-","-","-","-","-","-","-","true","0.136","true","3.0","26.0","false",
"F3","148","-477975_mir","1.343","Amp","UNKNOWN","25.095","25.272","0.25","-","-","-","-","-","-","-","true","0.277","true","3.0","18.0","false",
"F4","148","-477992_mir","1.432","Amp","UNKNOWN","28.268","28.496","0.322","-","-","-","-","-","-","-","true","0.383","true","3.0","20.0","false",
"F5","148","-478369_mir","1.337","Amp","UNKNOWN","26.727","26.855","0.182","-","-","-","-","-","-","-","true","0.241","true","3.0","20.0","false",
"F6","148","-478007_mir","1.046","Amp","UNKNOWN","25.092","24.138","1.349","-","-","-","-","-","-","-","true","0.069","true","3.0","21.0","false",
"F7","148","-478606_mir","1.056","Amp","UNKNOWN","26.416","27.128","1.006","-","-","-","-","-","-","-","true","0.04","true","3.0","25.0","false",
"F8","148","-478026_mir","0.62","Inconclusive","UNKNOWN","27.129","31.008","5.485","-","-","-","-","-","-","-","true","0.04","true","3.0","23.0","false",
"F9","148","-478213_mir","0.585","Inconclusive","UNKNOWN","Undetermined","33.003","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"F10","148","-478343_mir","1.139","Amp","UNKNOWN","29.961","30.453","0.695","-","-","-","-","-","-","-","true","0.07","true","3.0","25.0","false",
"F11","148","-477860_mir","1.478","Amp","UNKNOWN","22.381","22.533","0.215","-","-","-","-","-","-","-","true","0.511","true","3.0","14.0","false",
"F12","148","-478225_mir","1.13","Amp","UNKNOWN","24.615","24.588","0.037","-","-","-","-","-","-","-","true","0.06","true","3.0","22.0","false",
"F13","148","-478412_mir","0.948","Amp","UNKNOWN","23.470","24.003","0.754","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"F14","148","-477885_mir","1.44","Amp","UNKNOWN","29.468","29.473","0.007","-","-","-","-","-","-","-","true","0.372","true","3.0","22.0","false",
"F15","148","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"F16","148","-477916_mir","1.479","Amp","UNKNOWN","26.582","26.776","0.274","-","-","-","-","-","-","-","true","0.366","true","3.0","19.0","false",
"F17","148","-477925_mir","1.298","Amp","UNKNOWN","31.852","31.437","0.586","-","-","-","-","-","-","-","true","0.115","true","3.0","27.0","false",
"F18","148","-477967_mir","1.012","Amp","UNKNOWN","25.650","24.772","1.241","-","-","-","-","-","-","-","true","0.04","true","3.0","23.0","false",
"F19","148","-477982_mir","1.44","Amp","UNKNOWN","29.652","29.506","0.206","-","-","-","-","-","-","-","true","0.369","true","3.0","22.0","false",
"F20","148","-478323_mir","0.895","Amp","UNKNOWN","24.322","25.711","1.964","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"F21","148","-478074_mir","0.873","Amp","UNKNOWN","22.499","23.903","1.986","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"F22","148","-478350_mir","0.963","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F23","148","-477952_mir","1.239","Amp","UNKNOWN","26.502","26.854","0.497","-","-","-","-","-","-","-","true","0.207","true","3.0","19.0","false",
"F24","148","-478411_mir","0.644","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.061","true","3.0","39.0","false",
"G1","149","-478577_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.183","true","3.0","39.0","false",
"G2","149","-477973_mir","1.44","Amp","UNKNOWN","26.005","25.657","0.491","-","-","-","-","-","-","-","true","0.136","true","3.0","21.0","false",
"G3","149","-477975_mir","1.392","Amp","UNKNOWN","19.801","19.731","0.098","-","-","-","-","-","-","-","true","0.277","true","3.0","14.0","false",
"G4","149","-477992_mir","1.414","Amp","UNKNOWN","22.465","22.356","0.155","-","-","-","-","-","-","-","true","0.383","true","3.0","15.0","false",
"G5","149","-478369_mir","1.375","Amp","UNKNOWN","23.288","23.147","0.199","-","-","-","-","-","-","-","true","0.241","true","3.0","17.0","false",
"G6","149","-478007_mir","1.358","Amp","UNKNOWN","19.212","19.377","0.233","-","-","-","-","-","-","-","true","0.069","true","3.0","17.0","false",
"G7","149","-478606_mir","1.029","Inconclusive","UNKNOWN","21.231","19.634","2.259","-","-","-","-","-","-","-","true","0.04","true","3.0","19.0","false",
"G8","149","-478026_mir","0.972","Amp","UNKNOWN","22.359","21.916","0.626","-","-","-","-","-","-","-","true","0.04","true","3.0","18.0","false",
"G9","149","-478213_mir","0.686","Inconclusive","UNKNOWN","30.838","30.052","1.111","-","-","-","-","-","-","-","true","0.04","true","3.0","29.0","false",
"G10","149","-478343_mir","1.192","Amp","UNKNOWN","25.146","24.805","0.483","-","-","-","-","-","-","-","true","0.07","true","3.0","21.0","false",
"G11","149","-477860_mir","1.451","Amp","UNKNOWN","19.189","19.11","0.111","-","-","-","-","-","-","-","true","0.511","true","3.0","11.0","false",
"G12","149","-478225_mir","1.149","Amp","UNKNOWN","21.353","21.205","0.209","-","-","-","-","-","-","-","true","0.06","true","3.0","17.0","false",
"G13","149","-478412_mir","1.062","Amp","UNKNOWN","20.209","20.097","0.159","-","-","-","-","-","-","-","true","0.04","true","3.0","17.0","false",
"G14","149","-477885_mir","1.425","Amp","UNKNOWN","26.166","26.119","0.067","-","-","-","-","-","-","-","true","0.372","true","3.0","17.0","false",
"G15","149","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"G16","149","-477916_mir","1.568","Amp","UNKNOWN","21.592","21.678","0.121","-","-","-","-","-","-","-","true","0.366","true","3.0","16.0","false",
"G17","149","-477925_mir","1.343","Amp","UNKNOWN","27.753","27.383","0.522","-","-","-","-","-","-","-","true","0.115","true","3.0","22.0","false",
"G18","149","-477967_mir","1.038","Amp","UNKNOWN","24.790","24.179","0.864","-","-","-","-","-","-","-","true","0.04","true","3.0","22.0","false",
"G19","149","-477982_mir","1.45","Amp","UNKNOWN","25.170","25.281","0.157","-","-","-","-","-","-","-","true","0.369","true","3.0","18.0","false",
"G20","149","-478323_mir","1.21","Amp","UNKNOWN","21.777","21.915","0.195","-","-","-","-","-","-","-","true","0.04","true","3.0","18.0","false",
"G21","149","-478074_mir","0.982","Amp","UNKNOWN","23.789","23.004","1.11","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"G22","149","-478350_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"G23","149","-477952_mir","1.413","Amp","UNKNOWN","19.931","20.027","0.136","-","-","-","-","-","-","-","true","0.207","true","3.0","13.0","false",
"G24","149","-478411_mir","0.68","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.061","true","3.0","39.0","false",
"H1","149","-478577_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.183","true","3.0","39.0","false",
"H2","149","-477973_mir","1.442","Amp","UNKNOWN","25.310","25.657","0.491","-","-","-","-","-","-","-","true","0.136","true","3.0","20.0","false",
"H3","149","-477975_mir","1.379","Amp","UNKNOWN","19.662","19.731","0.098","-","-","-","-","-","-","-","true","0.277","true","3.0","13.0","false",
"H4","149","-477992_mir","1.414","Amp","UNKNOWN","22.246","22.356","0.155","-","-","-","-","-","-","-","true","0.383","true","3.0","15.0","false",
"H5","149","-478369_mir","1.38","Amp","UNKNOWN","23.006","23.147","0.199","-","-","-","-","-","-","-","true","0.241","true","3.0","17.0","false",
"H6","149","-478007_mir","1.347","Amp","UNKNOWN","19.542","19.377","0.233","-","-","-","-","-","-","-","true","0.069","true","3.0","16.0","false",
"H7","149","-478606_mir","1.017","Inconclusive","UNKNOWN","18.036","19.634","2.259","-","-","-","-","-","-","-","true","0.04","true","3.0","17.0","false",
"H8","149","-478026_mir","0.955","Amp","UNKNOWN","21.474","21.916","0.626","-","-","-","-","-","-","-","true","0.04","true","3.0","18.0","false",
"H9","149","-478213_mir","0.77","Inconclusive","UNKNOWN","29.267","30.052","1.111","-","-","-","-","-","-","-","true","0.04","true","3.0","25.0","false",
"H10","149","-478343_mir","1.197","Amp","UNKNOWN","24.464","24.805","0.483","-","-","-","-","-","-","-","true","0.07","true","3.0","21.0","false",
"H11","149","-477860_mir","1.46","Amp","UNKNOWN","19.032","19.11","0.111","-","-","-","-","-","-","-","true","0.511","true","3.0","12.0","false",
"H12","149","-478225_mir","1.164","Amp","UNKNOWN","21.057","21.205","0.209","-","-","-","-","-","-","-","true","0.06","true","3.0","17.0","false",
"H13","149","-478412_mir","1.035","Amp","UNKNOWN","19.984","20.097","0.159","-","-","-","-","-","-","-","true","0.04","true","3.0","16.0","false",
"H14","149","-477885_mir","1.446","Amp","UNKNOWN","26.071","26.119","0.067","-","-","-","-","-","-","-","true","0.372","true","3.0","17.0","false",
