# Experiment File Name : card ARV7 _12 09.02.22.sds
# Created By :giulia.salva@gmail.com
# Last Modified Date : 2022-02-10 09:46:08 AM
# Instrument Type : 7900HT Real-Time PCR System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"B2","246","-477973_mir","1.416","Amp","UNKNOWN","25.632","25.654","0.031","-","-","-","-","-","-","-","true","0.162","true","3.0","20.0","false",
"B3","246","-477975_mir","1.344","Amp","UNKNOWN","17.486","17.46","0.036","-","-","-","-","-","-","-","true","0.15","true","3.0","12.0","false",
"B4","246","-477992_mir","1.372","Amp","UNKNOWN","19.988","20.124","0.193","-","-","-","-","-","-","-","true","0.347","true","3.0","13.0","false",
"B5","246","-478369_mir","1.326","Amp","UNKNOWN","22.814","22.725","0.126","-","-","-","-","-","-","-","true","0.258","true","3.0","16.0","false",
"B6","246","-478007_mir","1.375","Amp","UNKNOWN","17.986","18.356","0.524","-","-","-","-","-","-","-","true","0.091","true","3.0","14.0","false",
"B7","246","-478606_mir","0.988","Inconclusive","UNKNOWN","20.040","19.968","0.102","-","-","-","-","-","-","-","true","0.04","true","3.0","18.0","false",
"B8","246","-478026_mir","1.129","Amp","UNKNOWN","20.570","19.574","1.409","-","-","-","-","-","-","-","true","0.04","true","3.0","16.0","false",
"B9","246","-478213_mir","0.778","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.066","true","3.0","39.0","false",
"B10","246","-478343_mir","1.121","Amp","UNKNOWN","24.589","24.764","0.246","-","-","-","-","-","-","-","true","0.075","true","3.0","21.0","false",
"B11","246","-477860_mir","1.435","Amp","UNKNOWN","18.476","18.601","0.177","-","-","-","-","-","-","-","true","0.445","true","3.0","10.0","false",
"B12","246","-478225_mir","1.099","Amp","UNKNOWN","21.556","21.483","0.103","-","-","-","-","-","-","-","true","0.043","true","3.0","18.0","false",
"B13","246","-478412_mir","1.105","Amp","UNKNOWN","19.419","19.249","0.241","-","-","-","-","-","-","-","true","0.057","true","3.0","16.0","false",
"B14","246","-477885_mir","1.421","Amp","UNKNOWN","26.337","26.311","0.037","-","-","-","-","-","-","-","true","0.365","true","3.0","19.0","false",
"B15","246","-478501_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"B16","246","-477916_mir","1.595","Amp","UNKNOWN","21.737","21.731","0.008","-","-","-","-","-","-","-","true","0.399","true","3.0","15.0","false",
"B17","246","-477925_mir","1.309","Amp","UNKNOWN","26.189","26.23","0.057","-","-","-","-","-","-","-","true","0.085","true","3.0","21.0","false",
"B18","246","-477967_mir","0.968","Amp","UNKNOWN","23.020","23.955","1.323","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"B19","246","-477982_mir","1.397","Amp","UNKNOWN","23.783","23.875","0.13","-","-","-","-","-","-","-","true","0.301","true","3.0","17.0","false",
"B20","246","-478323_mir","1.187","Amp","UNKNOWN","21.629","21.502","0.18","-","-","-","-","-","-","-","true","0.041","true","3.0","18.0","false",
"B21","246","-478074_mir","0.963","Amp","UNKNOWN","21.696","21.831","0.191","-","-","-","-","-","-","-","true","0.04","true","3.0","17.0","false",
"B22","246","-478350_mir","0.842","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"B23","246","-477952_mir","1.381","Amp","UNKNOWN","18.799","18.924","0.177","-","-","-","-","-","-","-","true","0.212","true","3.0","13.0","false",
"B24","246","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.199","true","3.0","39.0","false",
"C1","247","-478577_mir","0.761","Inconclusive","UNKNOWN","33.556","33.556","-","-","-","-","-","-","-","-","true","0.104","true","3.0","26.0","false",
"C2","247","-477973_mir","1.417","Amp","UNKNOWN","29.962","29.945","0.024","-","-","-","-","-","-","-","true","0.162","true","3.0","25.0","false",
"C3","247","-477975_mir","1.326","Amp","UNKNOWN","21.371","21.383","0.016","-","-","-","-","-","-","-","true","0.15","true","3.0","15.0","false",
"C4","247","-477992_mir","1.338","Amp","UNKNOWN","25.624","25.577","0.067","-","-","-","-","-","-","-","true","0.347","true","3.0","18.0","false",
"C5","247","-478369_mir","1.323","Amp","UNKNOWN","24.616","24.485","0.186","-","-","-","-","-","-","-","true","0.258","true","3.0","17.0","false",
"C6","247","-478007_mir","1.269","Amp","UNKNOWN","21.644","22.224","0.82","-","-","-","-","-","-","-","true","0.091","true","3.0","17.0","false",
"C7","247","-478606_mir","1.024","Amp","UNKNOWN","24.321","24.683","0.512","-","-","-","-","-","-","-","true","0.04","true","3.0","22.0","false",
"C8","247","-478026_mir","0.915","Amp","UNKNOWN","21.156","22.315","1.639","-","-","-","-","-","-","-","true","0.04","true","3.0","17.0","false",
"C9","247","-478213_mir","0.866","Inconclusive","UNKNOWN","30.324","31.115","1.118","-","-","-","-","-","-","-","true","0.066","true","3.0","25.0","false",
"C10","247","-478343_mir","1.098","Amp","UNKNOWN","26.778","27.286","0.718","-","-","-","-","-","-","-","true","0.075","true","3.0","21.0","false",
"C11","247","-477860_mir","1.438","Amp","UNKNOWN","18.991","18.87","0.172","-","-","-","-","-","-","-","true","0.445","true","3.0","12.0","false",
"C12","247","-478225_mir","1.186","Amp","UNKNOWN","21.400","21.591","0.271","-","-","-","-","-","-","-","true","0.043","true","3.0","19.0","false",
"C13","247","-478412_mir","1.001","Amp","UNKNOWN","20.999","20.672","0.463","-","-","-","-","-","-","-","true","0.057","true","3.0","16.0","false",
"C14","247","-477885_mir","1.417","Amp","UNKNOWN","28.068","27.95","0.167","-","-","-","-","-","-","-","true","0.365","true","3.0","21.0","false",
"C15","247","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"C16","247","-477916_mir","1.523","Amp","UNKNOWN","24.245","24.246","0.001","-","-","-","-","-","-","-","true","0.399","true","3.0","18.0","false",
"C17","247","-477925_mir","1.163","Amp","UNKNOWN","32.137","31.794","0.485","-","-","-","-","-","-","-","true","0.085","true","3.0","28.0","false",
"C18","247","-477967_mir","1.025","Amp","UNKNOWN","22.208","23.268","1.499","-","-","-","-","-","-","-","true","0.04","true","3.0","19.0","false",
"C19","247","-477982_mir","1.375","Amp","UNKNOWN","29.158","28.97","0.265","-","-","-","-","-","-","-","true","0.301","true","3.0","22.0","false",
"C20","247","-478323_mir","0.892","Amp","UNKNOWN","22.801","23.623","1.162","-","-","-","-","-","-","-","true","0.041","true","3.0","20.0","false",
"C21","247","-478074_mir","0.948","Amp","UNKNOWN","22.434","22.937","0.711","-","-","-","-","-","-","-","true","0.04","true","3.0","19.0","false",
"C22","247","-478350_mir","0.876","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"C23","247","-477952_mir","1.371","Amp","UNKNOWN","24.058","23.932","0.179","-","-","-","-","-","-","-","true","0.212","true","3.0","18.0","false",
"C24","247","-478411_mir","0.175","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.199","true","3.0","39.0","false",
"D1","247","-478577_mir","0.87","Inconclusive","UNKNOWN","Undetermined","33.556","-","-","-","-","-","-","-","-","true","0.104","true","3.0","39.0","false",
"D2","247","-477973_mir","1.379","Amp","UNKNOWN","29.928","29.945","0.024","-","-","-","-","-","-","-","true","0.162","true","3.0","25.0","false",
"D3","247","-477975_mir","1.332","Amp","UNKNOWN","21.394","21.383","0.016","-","-","-","-","-","-","-","true","0.15","true","3.0","15.0","false",
"D4","247","-477992_mir","1.359","Amp","UNKNOWN","25.530","25.577","0.067","-","-","-","-","-","-","-","true","0.347","true","3.0","18.0","false",
"D5","247","-478369_mir","1.344","Amp","UNKNOWN","24.353","24.485","0.186","-","-","-","-","-","-","-","true","0.258","true","3.0","16.0","false",
"D6","247","-478007_mir","1.263","Amp","UNKNOWN","22.804","22.224","0.82","-","-","-","-","-","-","-","true","0.091","true","3.0","18.0","false",
"D7","247","-478606_mir","1.039","Amp","UNKNOWN","25.045","24.683","0.512","-","-","-","-","-","-","-","true","0.04","true","3.0","23.0","false",
"D8","247","-478026_mir","0.918","Amp","UNKNOWN","23.474","22.315","1.639","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"D9","247","-478213_mir","0.86","Inconclusive","UNKNOWN","31.906","31.115","1.118","-","-","-","-","-","-","-","true","0.066","true","3.0","27.0","false",
"D10","247","-478343_mir","1.103","Amp","UNKNOWN","27.794","27.286","0.718","-","-","-","-","-","-","-","true","0.075","true","3.0","23.0","false",
"D11","247","-477860_mir","1.449","Amp","UNKNOWN","18.748","18.87","0.172","-","-","-","-","-","-","-","true","0.445","true","3.0","11.0","false",
"D12","247","-478225_mir","1.217","Amp","UNKNOWN","21.782","21.591","0.271","-","-","-","-","-","-","-","true","0.043","true","3.0","19.0","false",
"D13","247","-478412_mir","0.996","Amp","UNKNOWN","20.344","20.672","0.463","-","-","-","-","-","-","-","true","0.057","true","3.0","15.0","false",
"D14","247","-477885_mir","1.433","Amp","UNKNOWN","27.832","27.95","0.167","-","-","-","-","-","-","-","true","0.365","true","3.0","20.0","false",
"D15","247","-478501_mir","0.274","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"D16","247","-477916_mir","1.525","Amp","UNKNOWN","24.247","24.246","0.001","-","-","-","-","-","-","-","true","0.399","true","3.0","17.0","false",
"D17","247","-477925_mir","1.182","Amp","UNKNOWN","31.451","31.794","0.485","-","-","-","-","-","-","-","true","0.085","true","3.0","27.0","false",
"D18","247","-477967_mir","1.013","Amp","UNKNOWN","24.328","23.268","1.499","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"D19","247","-477982_mir","1.398","Amp","UNKNOWN","28.783","28.97","0.265","-","-","-","-","-","-","-","true","0.301","true","3.0","21.0","false",
"D20","247","-478323_mir","0.923","Amp","UNKNOWN","24.444","23.623","1.162","-","-","-","-","-","-","-","true","0.041","true","3.0","22.0","false",
"D21","247","-478074_mir","0.912","Amp","UNKNOWN","23.440","22.937","0.711","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"D22","247","-478350_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"D23","247","-477952_mir","1.361","Amp","UNKNOWN","23.805","23.932","0.179","-","-","-","-","-","-","-","true","0.212","true","3.0","17.0","false",
"D24","247","-478411_mir","0.527","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.199","true","3.0","39.0","false",
"E1","248","-478577_mir","0.826","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.104","true","3.0","39.0","false",
"E2","248","-477973_mir","1.301","Amp","UNKNOWN","31.126","30.638","0.69","-","-","-","-","-","-","-","true","0.162","true","3.0","24.0","false",
"E3","248","-477975_mir","1.363","Amp","UNKNOWN","22.369","22.091","0.393","-","-","-","-","-","-","-","true","0.15","true","3.0","16.0","false",
"E4","248","-477992_mir","1.349","Amp","UNKNOWN","27.336","27.276","0.084","-","-","-","-","-","-","-","true","0.347","true","3.0","20.0","false",
"E5","248","-478369_mir","1.348","Amp","UNKNOWN","25.054","25.073","0.027","-","-","-","-","-","-","-","true","0.258","true","3.0","18.0","false",
"E6","248","-478007_mir","1.125","Amp","UNKNOWN","23.750","23.594","0.22","-","-","-","-","-","-","-","true","0.091","true","3.0","20.0","false",
"E7","248","-478606_mir","1.084","Amp","UNKNOWN","25.309","25.62","0.439","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"E8","248","-478026_mir","0.837","Amp","UNKNOWN","24.245","24.002","0.343","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"E9","248","-478213_mir","0.978","Inconclusive","UNKNOWN","32.379","32.379","-","-","-","-","-","-","-","-","true","0.066","true","3.0","27.0","false",
"E10","248","-478343_mir","1.031","Inconclusive","UNKNOWN","31.610","30.928","0.966","-","-","-","-","-","-","-","true","0.075","true","3.0","27.0","false",
"E11","248","-477860_mir","1.44","Amp","UNKNOWN","20.188","20.148","0.057","-","-","-","-","-","-","-","true","0.445","true","3.0","12.0","false",
"E12","248","-478225_mir","1.148","Amp","UNKNOWN","22.517","22.519","0.004","-","-","-","-","-","-","-","true","0.043","true","3.0","20.0","false",
"E13","248","-478412_mir","0.971","Amp","UNKNOWN","22.527","22.179","0.491","-","-","-","-","-","-","-","true","0.057","true","3.0","19.0","false",
"E14","248","-477885_mir","1.412","Amp","UNKNOWN","27.877","27.851","0.038","-","-","-","-","-","-","-","true","0.365","true","3.0","21.0","false",
"E15","248","-478501_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"E16","248","-477916_mir","1.497","Amp","UNKNOWN","24.760","24.712","0.069","-","-","-","-","-","-","-","true","0.399","true","3.0","18.0","false",
"E17","248","-477925_mir","0.838","No Amp","UNKNOWN","31.062","32.922","2.631","-","-","-","-","-","-","-","true","0.085","true","3.0","23.0","false",
"E18","248","-477967_mir","1.022","Amp","UNKNOWN","21.938","22.193","0.36","-","-","-","-","-","-","-","true","0.04","true","3.0","18.0","false",
"E19","248","-477982_mir","1.397","Amp","UNKNOWN","29.055","29.046","0.012","-","-","-","-","-","-","-","true","0.301","true","3.0","21.0","false",
"E20","248","-478323_mir","0.687","No Amp","UNKNOWN","Undetermined","23.68","-","-","-","-","-","-","-","-","true","0.041","true","3.0","39.0","false",
"E21","248","-478074_mir","0.866","Amp","UNKNOWN","21.353","22.19","1.183","-","-","-","-","-","-","-","true","0.04","true","3.0","18.0","false",
"E22","248","-478350_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"E23","248","-477952_mir","1.312","Amp","UNKNOWN","26.169","25.636","0.753","-","-","-","-","-","-","-","true","0.212","true","3.0","21.0","false",
"E24","248","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.199","true","3.0","39.0","false",
"F1","248","-478577_mir","0.848","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.104","true","3.0","39.0","false",
"F2","248","-477973_mir","1.33","Amp","UNKNOWN","30.150","30.638","0.69","-","-","-","-","-","-","-","true","0.162","true","3.0","24.0","false",
"F3","248","-477975_mir","1.357","Amp","UNKNOWN","21.814","22.091","0.393","-","-","-","-","-","-","-","true","0.15","true","3.0","15.0","false",
"F4","248","-477992_mir","1.351","Amp","UNKNOWN","27.217","27.276","0.084","-","-","-","-","-","-","-","true","0.347","true","3.0","20.0","false",
"F5","248","-478369_mir","1.342","Amp","UNKNOWN","25.093","25.073","0.027","-","-","-","-","-","-","-","true","0.258","true","3.0","17.0","false",
"F6","248","-478007_mir","1.127","Amp","UNKNOWN","23.439","23.594","0.22","-","-","-","-","-","-","-","true","0.091","true","3.0","19.0","false",
"F7","248","-478606_mir","1.06","Amp","UNKNOWN","25.930","25.62","0.439","-","-","-","-","-","-","-","true","0.04","true","3.0","23.0","false",
"F8","248","-478026_mir","0.816","Amp","UNKNOWN","23.759","24.002","0.343","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"F9","248","-478213_mir","0.0","Inconclusive","UNKNOWN","Undetermined","32.379","-","-","-","-","-","-","-","-","true","0.066","true","3.0","39.0","false",
"F10","248","-478343_mir","1.011","Amp","UNKNOWN","30.245","30.928","0.966","-","-","-","-","-","-","-","true","0.075","true","3.0","25.0","false",
"F11","248","-477860_mir","1.448","Amp","UNKNOWN","20.108","20.148","0.057","-","-","-","-","-","-","-","true","0.445","true","3.0","12.0","false",
"F12","248","-478225_mir","1.141","Amp","UNKNOWN","22.522","22.519","0.004","-","-","-","-","-","-","-","true","0.043","true","3.0","19.0","false",
"F13","248","-478412_mir","1.003","Amp","UNKNOWN","21.832","22.179","0.491","-","-","-","-","-","-","-","true","0.057","true","3.0","17.0","false",
"F14","248","-477885_mir","1.408","Amp","UNKNOWN","27.824","27.851","0.038","-","-","-","-","-","-","-","true","0.365","true","3.0","21.0","false",
"F15","248","-478501_mir","0.533","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F16","248","-477916_mir","1.499","Amp","UNKNOWN","24.663","24.712","0.069","-","-","-","-","-","-","-","true","0.399","true","3.0","18.0","false",
"F17","248","-477925_mir","0.914","Amp","UNKNOWN","34.782","32.922","2.631","-","-","-","-","-","-","-","true","0.085","true","3.0","30.0","false",
"F18","248","-477967_mir","1.036","Amp","UNKNOWN","22.447","22.193","0.36","-","-","-","-","-","-","-","true","0.04","true","3.0","19.0","false",
"F19","248","-477982_mir","1.4","Amp","UNKNOWN","29.038","29.046","0.012","-","-","-","-","-","-","-","true","0.301","true","3.0","22.0","false",
"F20","248","-478323_mir","0.734","No Amp","UNKNOWN","23.680","23.68","-","-","-","-","-","-","-","-","true","0.041","true","3.0","20.0","false",
"F21","248","-478074_mir","0.838","Amp","UNKNOWN","23.026","22.19","1.183","-","-","-","-","-","-","-","true","0.04","true","3.0","19.0","false",
"F22","248","-478350_mir","0.96","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F23","248","-477952_mir","1.317","Amp","UNKNOWN","25.103","25.636","0.753","-","-","-","-","-","-","-","true","0.212","true","3.0","16.0","false",
"F24","248","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.199","true","3.0","39.0","false",
"G1","249","-478577_mir","0.758","No Amp","UNKNOWN","Undetermined","26.554","-","-","-","-","-","-","-","-","true","0.104","true","3.0","39.0","false",
"G2","249","-477973_mir","1.42","Amp","UNKNOWN","26.882","25.457","2.016","-","-","-","-","-","-","-","true","0.162","true","3.0","23.0","false",
"G3","249","-477975_mir","1.357","Amp","UNKNOWN","17.167","16.669","0.705","-","-","-","-","-","-","-","true","0.15","true","3.0","11.0","false",
"G4","249","-477992_mir","1.399","Amp","UNKNOWN","20.024","19.667","0.504","-","-","-","-","-","-","-","true","0.347","true","3.0","13.0","false",
"G5","249","-478369_mir","1.369","Amp","UNKNOWN","21.398","21.346","0.073","-","-","-","-","-","-","-","true","0.258","true","3.0","15.0","false",
"G6","249","-478007_mir","1.345","Amp","UNKNOWN","17.995","17.813","0.257","-","-","-","-","-","-","-","true","0.091","true","3.0","14.0","false",
"G7","249","-478606_mir","1.086","Amp","UNKNOWN","21.116","20.606","0.722","-","-","-","-","-","-","-","true","0.04","true","3.0","18.0","false",
"G8","249","-478026_mir","1.206","Amp","UNKNOWN","19.963","19.578","0.544","-","-","-","-","-","-","-","true","0.04","true","3.0","17.0","false",
"G9","249","-478213_mir","0.64","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.066","true","3.0","39.0","false",
"G10","249","-478343_mir","1.181","Amp","UNKNOWN","22.181","22.269","0.125","-","-","-","-","-","-","-","true","0.075","true","3.0","18.0","false",
"G11","249","-477860_mir","1.469","Amp","UNKNOWN","16.926","16.86","0.093","-","-","-","-","-","-","-","true","0.445","true","3.0","9.0","false",
"G12","249","-478225_mir","1.133","Amp","UNKNOWN","20.433","20.03","0.569","-","-","-","-","-","-","-","true","0.043","true","3.0","19.0","false",
"G13","249","-478412_mir","1.124","Amp","UNKNOWN","20.179","19.479","0.99","-","-","-","-","-","-","-","true","0.057","true","3.0","18.0","false",
"G14","249","-477885_mir","1.416","Amp","UNKNOWN","25.455","25.276","0.253","-","-","-","-","-","-","-","true","0.365","true","3.0","17.0","false",
"G15","249","-478501_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"G16","249","-477916_mir","1.61","Amp","UNKNOWN","21.050","20.928","0.174","-","-","-","-","-","-","-","true","0.399","true","3.0","15.0","false",
"G17","249","-477925_mir","1.354","Amp","UNKNOWN","24.655","24.176","0.677","-","-","-","-","-","-","-","true","0.085","true","3.0","21.0","false",
"G18","249","-477967_mir","1.096","Amp","UNKNOWN","23.712","23.601","0.157","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"G19","249","-477982_mir","1.449","Amp","UNKNOWN","22.752","22.943","0.269","-","-","-","-","-","-","-","true","0.301","true","3.0","17.0","false",
"G20","249","-478323_mir","1.269","Amp","UNKNOWN","20.032","20.072","0.058","-","-","-","-","-","-","-","true","0.041","true","3.0","16.0","false",
"G21","249","-478074_mir","0.977","Amp","UNKNOWN","23.068","22.85","0.31","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"G22","249","-478350_mir","0.963","Inconclusive","UNKNOWN","Undetermined","32.442","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"G23","249","-477952_mir","1.413","Amp","UNKNOWN","17.956","17.707","0.352","-","-","-","-","-","-","-","true","0.212","true","3.0","13.0","false",
"G24","249","-478411_mir","0.699","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.199","true","3.0","39.0","false",
"H1","249","-478577_mir","0.917","Inconclusive","UNKNOWN","26.554","26.554","-","-","-","-","-","-","-","-","true","0.104","true","3.0","21.0","false",
"H2","249","-477973_mir","1.389","Amp","UNKNOWN","24.031","25.457","2.016","-","-","-","-","-","-","-","true","0.162","true","3.0","18.0","false",
"H3","249","-477975_mir","1.362","Amp","UNKNOWN","16.170","16.669","0.705","-","-","-","-","-","-","-","true","0.15","true","3.0","11.0","false",
"H4","249","-477992_mir","1.414","Amp","UNKNOWN","19.311","19.667","0.504","-","-","-","-","-","-","-","true","0.347","true","3.0","12.0","false",
"H5","249","-478369_mir","1.389","Amp","UNKNOWN","21.295","21.346","0.073","-","-","-","-","-","-","-","true","0.258","true","3.0","15.0","false",
"H6","249","-478007_mir","1.356","Amp","UNKNOWN","17.631","17.813","0.257","-","-","-","-","-","-","-","true","0.091","true","3.0","12.0","false",
"H7","249","-478606_mir","1.079","Inconclusive","UNKNOWN","20.095","20.606","0.722","-","-","-","-","-","-","-","true","0.04","true","3.0","18.0","false",
"H8","249","-478026_mir","1.196","Amp","UNKNOWN","19.193","19.578","0.544","-","-","-","-","-","-","-","true","0.04","true","3.0","15.0","false",
"H9","249","-478213_mir","0.6","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.066","true","3.0","39.0","false",
"H10","249","-478343_mir","1.223","Amp","UNKNOWN","22.358","22.269","0.125","-","-","-","-","-","-","-","true","0.075","true","3.0","19.0","false",
"H11","249","-477860_mir","1.481","Amp","UNKNOWN","16.794","16.86","0.093","-","-","-","-","-","-","-","true","0.445","true","3.0","10.0","false",
"H12","249","-478225_mir","1.175","Amp","UNKNOWN","19.628","20.03","0.569","-","-","-","-","-","-","-","true","0.043","true","3.0","16.0","false",
"H13","249","-478412_mir","1.125","Amp","UNKNOWN","18.779","19.479","0.99","-","-","-","-","-","-","-","true","0.057","true","3.0","16.0","false",
"H14","249","-477885_mir","1.449","Amp","UNKNOWN","25.097","25.276","0.253","-","-","-","-","-","-","-","true","0.365","true","3.0","16.0","false",
