# Experiment File Name : card ARV7 _5 08.02.22.sds
# Created By :giulia.salva@gmail.com
# Last Modified Date : 2022-02-10 09:46:08 AM
# Instrument Type : 7900HT Real-Time PCR System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A18","137","-477967_mir","0.971","Amp","UNKNOWN","18.988","22.827","5.429","-","-","-","-","-","-","-","true","0.042","true","3.0","20.0","false",
"A19","137","-477982_mir","1.405","Amp","UNKNOWN","30.374","30.261","0.161","-","-","-","-","-","-","-","true","0.416","true","3.0","21.0","false",
"A20","137","-478323_mir","0.709","Amp","UNKNOWN","Undetermined","22.38","-","-","-","-","-","-","-","-","true","0.06","true","3.0","39.0","false",
"A21","137","-478074_mir","0.917","Amp","UNKNOWN","20.974","19.805","1.654","-","-","-","-","-","-","-","true","0.04","true","3.0","18.0","false",
"A22","137","-478350_mir","0.665","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"A23","137","-477952_mir","1.304","Amp","UNKNOWN","27.350","26.381","1.371","-","-","-","-","-","-","-","true","0.225","true","3.0","21.0","false",
"A24","137","-478411_mir","0.634","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"B1","137","-478577_mir","0.893","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.184","true","3.0","39.0","false",
"B2","137","-477973_mir","1.363","Amp","UNKNOWN","26.871","28.706","2.595","-","-","-","-","-","-","-","true","0.237","true","3.0","17.0","false",
"B3","137","-477975_mir","1.334","Amp","UNKNOWN","25.668","25.943","0.39","-","-","-","-","-","-","-","true","0.296","true","3.0","17.0","false",
"B4","137","-477992_mir","1.418","Amp","UNKNOWN","26.601","27.297","0.984","-","-","-","-","-","-","-","true","0.432","true","3.0","17.0","false",
"B5","137","-478369_mir","1.308","Amp","UNKNOWN","27.239","27.353","0.16","-","-","-","-","-","-","-","true","0.272","true","3.0","20.0","false",
"B6","137","-478007_mir","1.019","Amp","UNKNOWN","26.170","27.506","1.888","-","-","-","-","-","-","-","true","0.133","true","3.0","22.0","false",
"B7","137","-478606_mir","1.082","Amp","UNKNOWN","25.836","25.836","-","-","-","-","-","-","-","-","true","0.04","true","3.0","23.0","false",
"B8","137","-478026_mir","0.61","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"B9","137","-478213_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.104","true","3.0","39.0","false",
"B10","137","-478343_mir","1.11","Amp","UNKNOWN","19.300","24.159","6.873","-","-","-","-","-","-","-","true","0.078","true","3.0","17.0","false",
"B11","137","-477860_mir","1.446","Amp","UNKNOWN","24.145","24.292","0.207","-","-","-","-","-","-","-","true","0.485","true","3.0","16.0","false",
"B12","137","-478225_mir","1.037","Amp","UNKNOWN","25.057","25.125","0.095","-","-","-","-","-","-","-","true","0.04","true","3.0","22.0","false",
"B13","137","-478412_mir","0.941","Amp","UNKNOWN","22.162","19.74","3.426","-","-","-","-","-","-","-","true","0.042","true","3.0","19.0","false",
"B14","137","-477885_mir","1.429","Amp","UNKNOWN","28.325","28.719","0.558","-","-","-","-","-","-","-","true","0.378","true","3.0","20.0","false",
"B15","137","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"B16","137","-477916_mir","1.498","Amp","UNKNOWN","26.767","26.765","0.001","-","-","-","-","-","-","-","true","0.396","true","3.0","21.0","false",
"B17","137","-477925_mir","1.293","Amp","UNKNOWN","33.709","35.094","1.959","-","-","-","-","-","-","-","true","0.146","true","3.0","27.0","false",
"B18","137","-477967_mir","1.046","Amp","UNKNOWN","26.666","22.827","5.429","-","-","-","-","-","-","-","true","0.042","true","3.0","24.0","false",
"B19","137","-477982_mir","1.415","Amp","UNKNOWN","30.147","30.261","0.161","-","-","-","-","-","-","-","true","0.416","true","3.0","21.0","false",
"B20","137","-478323_mir","0.742","Amp","UNKNOWN","22.380","22.38","-","-","-","-","-","-","-","-","true","0.06","true","3.0","21.0","false",
"B21","137","-478074_mir","0.924","Amp","UNKNOWN","18.635","19.805","1.654","-","-","-","-","-","-","-","true","0.04","true","3.0","17.0","false",
"B22","137","-478350_mir","0.88","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"B23","137","-477952_mir","1.296","Amp","UNKNOWN","25.412","26.381","1.371","-","-","-","-","-","-","-","true","0.225","true","3.0","19.0","false",
"B24","137","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"C1","138","-478577_mir","0.823","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.184","true","3.0","39.0","false",
"C2","138","-477973_mir","1.45","Amp","UNKNOWN","28.354","28.114","0.34","-","-","-","-","-","-","-","true","0.237","true","3.0","23.0","false",
"C3","138","-477975_mir","1.358","Amp","UNKNOWN","21.049","20.881","0.238","-","-","-","-","-","-","-","true","0.296","true","3.0","16.0","false",
"C4","138","-477992_mir","1.433","Amp","UNKNOWN","22.959","23.271","0.441","-","-","-","-","-","-","-","true","0.432","true","3.0","13.0","false",
"C5","138","-478369_mir","1.393","Amp","UNKNOWN","22.442","22.314","0.181","-","-","-","-","-","-","-","true","0.272","true","3.0","15.0","false",
"C6","138","-478007_mir","1.334","Amp","UNKNOWN","21.885","20.888","1.41","-","-","-","-","-","-","-","true","0.133","true","3.0","18.0","false",
"C7","138","-478606_mir","0.0","Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"C8","138","-478026_mir","0.0","Inconclusive","UNKNOWN","Undetermined","18.559","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"C9","138","-478213_mir","0.996","Amp","UNKNOWN","28.693","27.535","1.638","-","-","-","-","-","-","-","true","0.104","true","3.0","24.0","false",
"C10","138","-478343_mir","1.132","Amp","UNKNOWN","17.161","18.37","1.709","-","-","-","-","-","-","-","true","0.078","true","3.0","13.0","false",
"C11","138","-477860_mir","1.471","Amp","UNKNOWN","18.579","18.304","0.389","-","-","-","-","-","-","-","true","0.485","true","3.0","11.0","false",
"C12","138","-478225_mir","1.167","Amp","UNKNOWN","17.283","17.86","0.816","-","-","-","-","-","-","-","true","0.04","true","3.0","15.0","false",
"C13","138","-478412_mir","0.985","Amp","UNKNOWN","19.220","17.392","2.584","-","-","-","-","-","-","-","true","0.042","true","3.0","17.0","false",
"C14","138","-477885_mir","1.43","Amp","UNKNOWN","26.078","25.82","0.364","-","-","-","-","-","-","-","true","0.378","true","3.0","20.0","false",
"C15","138","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"C16","138","-477916_mir","1.509","Amp","UNKNOWN","24.297","24.127","0.24","-","-","-","-","-","-","-","true","0.396","true","3.0","18.0","false",
"C17","138","-477925_mir","1.286","Amp","UNKNOWN","32.766","31.988","1.101","-","-","-","-","-","-","-","true","0.146","true","3.0","27.0","false",
"C18","138","-477967_mir","1.106","Amp","UNKNOWN","25.210","23.562","2.331","-","-","-","-","-","-","-","true","0.042","true","3.0","22.0","false",
"C19","138","-477982_mir","1.412","Amp","UNKNOWN","26.442","26.388","0.076","-","-","-","-","-","-","-","true","0.416","true","3.0","20.0","false",
"C20","138","-478323_mir","1.147","Amp","UNKNOWN","22.527","23.103","0.814","-","-","-","-","-","-","-","true","0.06","true","3.0","19.0","false",
"C21","138","-478074_mir","1.156","Amp","UNKNOWN","22.678","22.377","0.426","-","-","-","-","-","-","-","true","0.04","true","3.0","19.0","false",
"C22","138","-478350_mir","0.919","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"C23","138","-477952_mir","1.406","Amp","UNKNOWN","20.232","20.894","0.937","-","-","-","-","-","-","-","true","0.225","true","3.0","13.0","false",
"C24","138","-478411_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"D1","138","-478577_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.184","true","3.0","39.0","false",
"D2","138","-477973_mir","1.452","Amp","UNKNOWN","27.874","28.114","0.34","-","-","-","-","-","-","-","true","0.237","true","3.0","22.0","false",
"D3","138","-477975_mir","1.363","Amp","UNKNOWN","20.712","20.881","0.238","-","-","-","-","-","-","-","true","0.296","true","3.0","14.0","false",
"D4","138","-477992_mir","1.436","Amp","UNKNOWN","23.583","23.271","0.441","-","-","-","-","-","-","-","true","0.432","true","3.0","16.0","false",
"D5","138","-478369_mir","1.385","Amp","UNKNOWN","22.186","22.314","0.181","-","-","-","-","-","-","-","true","0.272","true","3.0","15.0","false",
"D6","138","-478007_mir","1.332","Amp","UNKNOWN","19.891","20.888","1.41","-","-","-","-","-","-","-","true","0.133","true","3.0","16.0","false",
"D7","138","-478606_mir","0.0","Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"D8","138","-478026_mir","0.0","Inconclusive","UNKNOWN","18.559","18.559","-","-","-","-","-","-","-","-","true","0.04","true","3.0","16.0","false",
"D9","138","-478213_mir","1.025","Inconclusive","UNKNOWN","26.377","27.535","1.638","-","-","-","-","-","-","-","true","0.104","true","3.0","20.0","false",
"D10","138","-478343_mir","1.168","Amp","UNKNOWN","19.578","18.37","1.709","-","-","-","-","-","-","-","true","0.078","true","3.0","17.0","false",
"D11","138","-477860_mir","1.484","Amp","UNKNOWN","18.029","18.304","0.389","-","-","-","-","-","-","-","true","0.485","true","3.0","10.0","false",
"D12","138","-478225_mir","1.186","Amp","UNKNOWN","18.437","17.86","0.816","-","-","-","-","-","-","-","true","0.04","true","3.0","17.0","false",
"D13","138","-478412_mir","1.032","Amp","UNKNOWN","15.565","17.392","2.584","-","-","-","-","-","-","-","true","0.042","true","3.0","13.0","false",
"D14","138","-477885_mir","1.43","Amp","UNKNOWN","25.563","25.82","0.364","-","-","-","-","-","-","-","true","0.378","true","3.0","18.0","false",
"D15","138","-478501_mir","0.463","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"D16","138","-477916_mir","1.515","Amp","UNKNOWN","23.957","24.127","0.24","-","-","-","-","-","-","-","true","0.396","true","3.0","16.0","false",
"D17","138","-477925_mir","1.327","Amp","UNKNOWN","31.210","31.988","1.101","-","-","-","-","-","-","-","true","0.146","true","3.0","26.0","false",
"D18","138","-477967_mir","1.117","Amp","UNKNOWN","21.913","23.562","2.331","-","-","-","-","-","-","-","true","0.042","true","3.0","19.0","false",
"D19","138","-477982_mir","1.42","Amp","UNKNOWN","26.334","26.388","0.076","-","-","-","-","-","-","-","true","0.416","true","3.0","19.0","false",
"D20","138","-478323_mir","1.154","Amp","UNKNOWN","23.679","23.103","0.814","-","-","-","-","-","-","-","true","0.06","true","3.0","20.0","false",
"D21","138","-478074_mir","1.132","Amp","UNKNOWN","22.075","22.377","0.426","-","-","-","-","-","-","-","true","0.04","true","3.0","19.0","false",
"D22","138","-478350_mir","0.833","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"D23","138","-477952_mir","1.382","Amp","UNKNOWN","21.556","20.894","0.937","-","-","-","-","-","-","-","true","0.225","true","3.0","15.0","false",
"D24","138","-478411_mir","0.71","Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"E1","139","-478577_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.184","true","3.0","39.0","false",
"E2","139","-477973_mir","1.341","Amp","UNKNOWN","30.701","30.602","0.141","-","-","-","-","-","-","-","true","0.237","true","3.0","25.0","false",
"E3","139","-477975_mir","1.382","Amp","UNKNOWN","23.171","23.036","0.191","-","-","-","-","-","-","-","true","0.296","true","3.0","16.0","false",
"E4","139","-477992_mir","1.431","Amp","UNKNOWN","25.930","26.09","0.227","-","-","-","-","-","-","-","true","0.432","true","3.0","17.0","false",
"E5","139","-478369_mir","1.355","Amp","UNKNOWN","24.598","24.836","0.337","-","-","-","-","-","-","-","true","0.272","true","3.0","16.0","false",
"E6","139","-478007_mir","1.19","Amp","UNKNOWN","24.578","23.446","1.6","-","-","-","-","-","-","-","true","0.133","true","3.0","20.0","false",
"E7","139","-478606_mir","0.907","Amp","UNKNOWN","27.542","25.211","3.296","-","-","-","-","-","-","-","true","0.04","true","3.0","22.0","false",
"E8","139","-478026_mir","0.682","Inconclusive","UNKNOWN","24.692","24.16","0.752","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"E9","139","-478213_mir","0.596","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.104","true","3.0","39.0","false",
"E10","139","-478343_mir","1.101","Amp","UNKNOWN","28.844","28.069","1.097","-","-","-","-","-","-","-","true","0.078","true","3.0","25.0","false",
"E11","139","-477860_mir","1.455","Amp","UNKNOWN","18.980","18.862","0.166","-","-","-","-","-","-","-","true","0.485","true","3.0","10.0","false",
"E12","139","-478225_mir","1.163","Amp","UNKNOWN","21.406","20.0","1.989","-","-","-","-","-","-","-","true","0.04","true","3.0","18.0","false",
"E13","139","-478412_mir","0.964","Amp","UNKNOWN","21.544","19.331","3.13","-","-","-","-","-","-","-","true","0.042","true","3.0","19.0","false",
"E14","139","-477885_mir","1.413","Amp","UNKNOWN","28.130","28.086","0.062","-","-","-","-","-","-","-","true","0.378","true","3.0","22.0","false",
"E15","139","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"E16","139","-477916_mir","1.483","Amp","UNKNOWN","24.946","24.566","0.538","-","-","-","-","-","-","-","true","0.396","true","3.0","19.0","false",
"E17","139","-477925_mir","1.319","Amp","UNKNOWN","31.894","32.163","0.381","-","-","-","-","-","-","-","true","0.146","true","3.0","26.0","false",
"E18","139","-477967_mir","0.968","Amp","UNKNOWN","25.577","24.702","1.237","-","-","-","-","-","-","-","true","0.042","true","3.0","22.0","false",
"E19","139","-477982_mir","1.423","Amp","UNKNOWN","28.931","28.81","0.17","-","-","-","-","-","-","-","true","0.416","true","3.0","22.0","false",
"E20","139","-478323_mir","0.946","Amp","UNKNOWN","26.247","25.727","0.736","-","-","-","-","-","-","-","true","0.06","true","3.0","22.0","false",
"E21","139","-478074_mir","0.918","Amp","UNKNOWN","24.678","22.73","2.754","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"E22","139","-478350_mir","0.81","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"E23","139","-477952_mir","1.358","Amp","UNKNOWN","24.856","23.942","1.292","-","-","-","-","-","-","-","true","0.225","true","3.0","18.0","false",
"E24","139","-478411_mir","0.587","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F1","139","-478577_mir","0.68","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.184","true","3.0","39.0","false",
"F2","139","-477973_mir","1.334","Amp","UNKNOWN","30.502","30.602","0.141","-","-","-","-","-","-","-","true","0.237","true","3.0","24.0","false",
"F3","139","-477975_mir","1.369","Amp","UNKNOWN","22.901","23.036","0.191","-","-","-","-","-","-","-","true","0.296","true","3.0","16.0","false",
"F4","139","-477992_mir","1.42","Amp","UNKNOWN","26.250","26.09","0.227","-","-","-","-","-","-","-","true","0.432","true","3.0","19.0","false",
"F5","139","-478369_mir","1.348","Amp","UNKNOWN","25.074","24.836","0.337","-","-","-","-","-","-","-","true","0.272","true","3.0","17.0","false",
"F6","139","-478007_mir","1.172","Amp","UNKNOWN","22.315","23.446","1.6","-","-","-","-","-","-","-","true","0.133","true","3.0","17.0","false",
"F7","139","-478606_mir","1.076","Inconclusive","UNKNOWN","22.881","25.211","3.296","-","-","-","-","-","-","-","true","0.04","true","3.0","22.0","false",
"F8","139","-478026_mir","0.633","Inconclusive","UNKNOWN","23.628","24.16","0.752","-","-","-","-","-","-","-","true","0.04","true","3.0","19.0","false",
"F9","139","-478213_mir","0.55","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.104","true","3.0","39.0","false",
"F10","139","-478343_mir","1.098","Amp","UNKNOWN","27.293","28.069","1.097","-","-","-","-","-","-","-","true","0.078","true","3.0","23.0","false",
"F11","139","-477860_mir","1.46","Amp","UNKNOWN","18.744","18.862","0.166","-","-","-","-","-","-","-","true","0.485","true","3.0","10.0","false",
"F12","139","-478225_mir","1.155","Amp","UNKNOWN","18.593","20.0","1.989","-","-","-","-","-","-","-","true","0.04","true","3.0","15.0","false",
"F13","139","-478412_mir","0.97","Amp","UNKNOWN","17.118","19.331","3.13","-","-","-","-","-","-","-","true","0.042","true","3.0","14.0","false",
"F14","139","-477885_mir","1.419","Amp","UNKNOWN","28.043","28.086","0.062","-","-","-","-","-","-","-","true","0.378","true","3.0","22.0","false",
"F15","139","-478501_mir","0.37","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F16","139","-477916_mir","1.503","Amp","UNKNOWN","24.185","24.566","0.538","-","-","-","-","-","-","-","true","0.396","true","3.0","16.0","false",
"F17","139","-477925_mir","1.332","Amp","UNKNOWN","32.432","32.163","0.381","-","-","-","-","-","-","-","true","0.146","true","3.0","26.0","false",
"F18","139","-477967_mir","1.001","Amp","UNKNOWN","23.826","24.702","1.237","-","-","-","-","-","-","-","true","0.042","true","3.0","19.0","false",
"F19","139","-477982_mir","1.43","Amp","UNKNOWN","28.690","28.81","0.17","-","-","-","-","-","-","-","true","0.416","true","3.0","21.0","false",
"F20","139","-478323_mir","0.918","Amp","UNKNOWN","25.207","25.727","0.736","-","-","-","-","-","-","-","true","0.06","true","3.0","21.0","false",
"F21","139","-478074_mir","0.879","Amp","UNKNOWN","20.783","22.73","2.754","-","-","-","-","-","-","-","true","0.04","true","3.0","18.0","false",
"F22","139","-478350_mir","0.897","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F23","139","-477952_mir","1.346","Amp","UNKNOWN","23.029","23.942","1.292","-","-","-","-","-","-","-","true","0.225","true","3.0","14.0","false",
"F24","139","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"G1","140","-478577_mir","0.704","No Amp","UNKNOWN","Undetermined","27.711","-","-","-","-","-","-","-","-","true","0.184","true","3.0","39.0","false",
"G2","140","-477973_mir","1.372","Amp","UNKNOWN","26.867","27.601","1.038","-","-","-","-","-","-","-","true","0.237","true","3.0","22.0","false",
"G3","140","-477975_mir","1.384","Amp","UNKNOWN","22.813","22.879","0.094","-","-","-","-","-","-","-","true","0.296","true","3.0","17.0","false",
"G4","140","-477992_mir","1.397","Amp","UNKNOWN","26.359","25.769","0.834","-","-","-","-","-","-","-","true","0.432","true","3.0","19.0","false",
"G5","140","-478369_mir","1.324","Amp","UNKNOWN","25.220","24.962","0.366","-","-","-","-","-","-","-","true","0.272","true","3.0","19.0","false",
"G6","140","-478007_mir","1.143","Amp","UNKNOWN","24.206","23.943","0.372","-","-","-","-","-","-","-","true","0.133","true","3.0","19.0","false",
"G7","140","-478606_mir","1.107","Amp","UNKNOWN","24.577","24.577","-","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"G8","140","-478026_mir","0.783","Amp","UNKNOWN","23.145","21.241","2.692","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"G9","140","-478213_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.104","true","3.0","39.0","false",
"G10","140","-478343_mir","1.044","Amp","UNKNOWN","29.144","25.128","5.679","-","-","-","-","-","-","-","true","0.078","true","3.0","25.0","false",
"G11","140","-477860_mir","1.461","Amp","UNKNOWN","19.090","18.968","0.173","-","-","-","-","-","-","-","true","0.485","true","3.0","12.0","false",
"G12","140","-478225_mir","1.163","Amp","UNKNOWN","21.043","20.168","1.237","-","-","-","-","-","-","-","true","0.04","true","3.0","18.0","false",
"G13","140","-478412_mir","0.972","Inconclusive","UNKNOWN","21.997","19.745","3.185","-","-","-","-","-","-","-","true","0.042","true","3.0","19.0","false",
"G14","140","-477885_mir","1.436","Amp","UNKNOWN","26.469","26.351","0.167","-","-","-","-","-","-","-","true","0.378","true","3.0","20.0","false",
"G15","140","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"G16","140","-477916_mir","1.502","Amp","UNKNOWN","24.015","24.008","0.011","-","-","-","-","-","-","-","true","0.396","true","3.0","18.0","false",
"G17","140","-477925_mir","1.297","Amp","UNKNOWN","32.221","30.464","2.485","-","-","-","-","-","-","-","true","0.146","true","3.0","27.0","false",
"G18","140","-477967_mir","0.693","Amp","UNKNOWN","Undetermined","24.86","-","-","-","-","-","-","-","-","true","0.042","true","3.0","39.0","false",
"G19","140","-477982_mir","1.441","Amp","UNKNOWN","27.967","28.251","0.401","-","-","-","-","-","-","-","true","0.416","true","3.0","20.0","false",
"G20","140","-478323_mir","0.822","Amp","UNKNOWN","27.949","26.766","1.674","-","-","-","-","-","-","-","true","0.06","true","3.0","23.0","false",
"G21","140","-478074_mir","1.147","Amp","UNKNOWN","21.840","21.434","0.574","-","-","-","-","-","-","-","true","0.04","true","3.0","19.0","false",
"G22","140","-478350_mir","0.889","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"G23","140","-477952_mir","1.292","Amp","UNKNOWN","24.353","24.983","0.89","-","-","-","-","-","-","-","true","0.225","true","3.0","17.0","false",
"G24","140","-478411_mir","0.809","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"H1","140","-478577_mir","0.885","No Amp","UNKNOWN","27.711","27.711","-","-","-","-","-","-","-","-","true","0.184","true","3.0","21.0","false",
"H2","140","-477973_mir","1.371","Amp","UNKNOWN","28.335","27.601","1.038","-","-","-","-","-","-","-","true","0.237","true","3.0","20.0","false",
"H3","140","-477975_mir","1.373","Amp","UNKNOWN","22.946","22.879","0.094","-","-","-","-","-","-","-","true","0.296","true","3.0","16.0","false",
"H4","140","-477992_mir","1.42","Amp","UNKNOWN","25.180","25.769","0.834","-","-","-","-","-","-","-","true","0.432","true","3.0","14.0","false",
"H5","140","-478369_mir","1.315","Amp","UNKNOWN","24.703","24.962","0.366","-","-","-","-","-","-","-","true","0.272","true","3.0","16.0","false",
"H6","140","-478007_mir","1.151","Amp","UNKNOWN","23.680","23.943","0.372","-","-","-","-","-","-","-","true","0.133","true","3.0","18.0","false",
"H7","140","-478606_mir","1.053","Amp","UNKNOWN","Undetermined","24.577","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"H8","140","-478026_mir","0.717","Inconclusive","UNKNOWN","19.337","21.241","2.692","-","-","-","-","-","-","-","true","0.04","true","3.0","17.0","false",
"H9","140","-478213_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.104","true","3.0","39.0","false",
"H10","140","-478343_mir","0.988","Amp","UNKNOWN","21.112","25.128","5.679","-","-","-","-","-","-","-","true","0.078","true","3.0","17.0","false",
"H11","140","-477860_mir","1.456","Amp","UNKNOWN","18.846","18.968","0.173","-","-","-","-","-","-","-","true","0.485","true","3.0","11.0","false",
"H12","140","-478225_mir","1.17","Amp","UNKNOWN","19.294","20.168","1.237","-","-","-","-","-","-","-","true","0.04","true","3.0","17.0","false",
"H13","140","-478412_mir","0.965","Amp","UNKNOWN","17.493","19.745","3.185","-","-","-","-","-","-","-","true","0.042","true","3.0","15.0","false",
"H14","140","-477885_mir","1.425","Amp","UNKNOWN","26.233","26.351","0.167","-","-","-","-","-","-","-","true","0.378","true","3.0","19.0","false",
