# Experiment File Name : card ARV7 _7 08.02.22.sds
# Created By :giulia.salva@gmail.com
# Last Modified Date : 2022-02-10 09:46:08 AM
# Instrument Type : 7900HT Real-Time PCR System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"A24","154","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.091","true","3.0","39.0","false",
"B1","154","-478577_mir","0.888","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"B2","154","-477973_mir","1.346","Amp","UNKNOWN","33.021","32.967","0.076","-","-","-","-","-","-","-","true","0.287","true","3.0","27.0","false",
"B3","154","-477975_mir","1.3","Amp","UNKNOWN","23.977","24.176","0.28","-","-","-","-","-","-","-","true","0.28","true","3.0","16.0","false",
"B4","154","-477992_mir","1.339","Amp","UNKNOWN","26.805","27.101","0.419","-","-","-","-","-","-","-","true","0.349","true","3.0","18.0","false",
"B5","154","-478369_mir","1.332","Amp","UNKNOWN","25.366","25.538","0.243","-","-","-","-","-","-","-","true","0.295","true","3.0","18.0","false",
"B6","154","-478007_mir","1.2","Amp","UNKNOWN","25.151","25.302","0.214","-","-","-","-","-","-","-","true","0.148","true","3.0","20.0","false",
"B7","154","-478606_mir","1.079","Amp","UNKNOWN","24.709","25.34","0.893","-","-","-","-","-","-","-","true","0.059","true","3.0","21.0","false",
"B8","154","-478026_mir","0.954","Amp","UNKNOWN","22.381","22.514","0.188","-","-","-","-","-","-","-","true","0.04","true","3.0","19.0","false",
"B9","154","-478213_mir","0.0","Inconclusive","UNKNOWN","Undetermined","34.371","-","-","-","-","-","-","-","-","true","0.062","true","3.0","39.0","false",
"B10","154","-478343_mir","0.89","Amp","UNKNOWN","27.689","29.421","2.45","-","-","-","-","-","-","-","true","0.043","true","3.0","25.0","false",
"B11","154","-477860_mir","1.419","Amp","UNKNOWN","19.097","19.216","0.168","-","-","-","-","-","-","-","true","0.365","true","3.0","12.0","false",
"B12","154","-478225_mir","1.122","Amp","UNKNOWN","23.612","23.61","0.003","-","-","-","-","-","-","-","true","0.047","true","3.0","21.0","false",
"B13","154","-478412_mir","0.936","Inconclusive","UNKNOWN","21.956","21.249","0.999","-","-","-","-","-","-","-","true","0.04","true","3.0","18.0","false",
"B14","154","-477885_mir","1.426","Amp","UNKNOWN","29.659","30.075","0.589","-","-","-","-","-","-","-","true","0.383","true","3.0","21.0","false",
"B15","154","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"B16","154","-477916_mir","1.481","Amp","UNKNOWN","25.128","25.196","0.097","-","-","-","-","-","-","-","true","0.361","true","3.0","19.0","false",
"B17","154","-477925_mir","0.676","No Amp","UNKNOWN","Undetermined","34.772","-","-","-","-","-","-","-","-","true","0.107","true","3.0","39.0","false",
"B18","154","-477967_mir","0.809","Amp","UNKNOWN","23.656","24.919","1.786","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"B19","154","-477982_mir","1.367","Amp","UNKNOWN","30.240","30.762","0.737","-","-","-","-","-","-","-","true","0.362","true","3.0","21.0","false",
"B20","154","-478323_mir","0.724","No Amp","UNKNOWN","29.178","29.073","0.148","-","-","-","-","-","-","-","true","0.064","true","3.0","24.0","false",
"B21","154","-478074_mir","0.848","Amp","UNKNOWN","24.993","24.186","1.14","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"B22","154","-478350_mir","0.869","Inconclusive","UNKNOWN","36.945","36.945","-","-","-","-","-","-","-","-","true","0.2","true","3.0","28.0","false",
"B23","154","-477952_mir","1.245","Amp","UNKNOWN","28.487","28.029","0.647","-","-","-","-","-","-","-","true","0.244","true","3.0","22.0","false",
"B24","154","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.091","true","3.0","39.0","false",
"C1","155","-478577_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"C2","155","-477973_mir","1.411","Amp","UNKNOWN","27.246","26.992","0.358","-","-","-","-","-","-","-","true","0.287","true","3.0","21.0","false",
"C3","155","-477975_mir","1.356","Amp","UNKNOWN","19.362","19.24","0.174","-","-","-","-","-","-","-","true","0.28","true","3.0","13.0","false",
"C4","155","-477992_mir","1.379","Amp","UNKNOWN","20.911","20.963","0.073","-","-","-","-","-","-","-","true","0.349","true","3.0","14.0","false",
"C5","155","-478369_mir","1.352","Amp","UNKNOWN","23.426","23.228","0.28","-","-","-","-","-","-","-","true","0.295","true","3.0","16.0","false",
"C6","155","-478007_mir","1.35","Amp","UNKNOWN","19.727","19.731","0.005","-","-","-","-","-","-","-","true","0.148","true","3.0","15.0","false",
"C7","155","-478606_mir","1.028","Inconclusive","UNKNOWN","14.806","16.15","1.9","-","-","-","-","-","-","-","true","0.059","true","3.0","16.0","false",
"C8","155","-478026_mir","1.079","Amp","UNKNOWN","21.630","21.269","0.511","-","-","-","-","-","-","-","true","0.04","true","3.0","19.0","false",
"C9","155","-478213_mir","0.793","Inconclusive","UNKNOWN","31.487","31.487","-","-","-","-","-","-","-","-","true","0.062","true","3.0","28.0","false",
"C10","155","-478343_mir","1.147","Amp","UNKNOWN","21.841","22.107","0.376","-","-","-","-","-","-","-","true","0.043","true","3.0","18.0","false",
"C11","155","-477860_mir","1.439","Amp","UNKNOWN","17.633","17.593","0.056","-","-","-","-","-","-","-","true","0.365","true","3.0","11.0","false",
"C12","155","-478225_mir","1.125","Amp","UNKNOWN","20.583","20.664","0.114","-","-","-","-","-","-","-","true","0.047","true","3.0","16.0","false",
"C13","155","-478412_mir","1.043","Amp","UNKNOWN","19.473","18.851","0.879","-","-","-","-","-","-","-","true","0.04","true","3.0","17.0","false",
"C14","155","-477885_mir","1.412","Amp","UNKNOWN","26.718","26.709","0.012","-","-","-","-","-","-","-","true","0.383","true","3.0","19.0","false",
"C15","155","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"C16","155","-477916_mir","1.575","Amp","UNKNOWN","21.531","21.471","0.086","-","-","-","-","-","-","-","true","0.361","true","3.0","15.0","false",
"C17","155","-477925_mir","1.259","Amp","UNKNOWN","29.335","29.061","0.388","-","-","-","-","-","-","-","true","0.107","true","3.0","25.0","false",
"C18","155","-477967_mir","1.002","Amp","UNKNOWN","24.707","24.112","0.842","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"C19","155","-477982_mir","1.384","Amp","UNKNOWN","23.992","23.992","0.0","-","-","-","-","-","-","-","true","0.362","true","3.0","17.0","false",
"C20","155","-478323_mir","1.165","Amp","UNKNOWN","22.541","22.449","0.13","-","-","-","-","-","-","-","true","0.064","true","3.0","19.0","false",
"C21","155","-478074_mir","0.818","Amp","UNKNOWN","23.702","23.368","0.472","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"C22","155","-478350_mir","0.882","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"C23","155","-477952_mir","1.363","Amp","UNKNOWN","20.026","20.156","0.185","-","-","-","-","-","-","-","true","0.244","true","3.0","13.0","false",
"C24","155","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.091","true","3.0","39.0","false",
"D1","155","-478577_mir","0.807","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"D2","155","-477973_mir","1.411","Amp","UNKNOWN","26.739","26.992","0.358","-","-","-","-","-","-","-","true","0.287","true","3.0","20.0","false",
"D3","155","-477975_mir","1.347","Amp","UNKNOWN","19.117","19.24","0.174","-","-","-","-","-","-","-","true","0.28","true","3.0","12.0","false",
"D4","155","-477992_mir","1.382","Amp","UNKNOWN","21.015","20.963","0.073","-","-","-","-","-","-","-","true","0.349","true","3.0","14.0","false",
"D5","155","-478369_mir","1.332","Amp","UNKNOWN","23.030","23.228","0.28","-","-","-","-","-","-","-","true","0.295","true","3.0","15.0","false",
"D6","155","-478007_mir","1.337","Amp","UNKNOWN","19.734","19.731","0.005","-","-","-","-","-","-","-","true","0.148","true","3.0","13.0","false",
"D7","155","-478606_mir","1.0","Inconclusive","UNKNOWN","17.493","16.15","1.9","-","-","-","-","-","-","-","true","0.059","true","3.0","19.0","false",
"D8","155","-478026_mir","1.062","Amp","UNKNOWN","20.908","21.269","0.511","-","-","-","-","-","-","-","true","0.04","true","3.0","18.0","false",
"D9","155","-478213_mir","0.878","Inconclusive","UNKNOWN","Undetermined","31.487","-","-","-","-","-","-","-","-","true","0.062","true","3.0","39.0","false",
"D10","155","-478343_mir","1.169","Amp","UNKNOWN","22.374","22.107","0.376","-","-","-","-","-","-","-","true","0.043","true","3.0","19.0","false",
"D11","155","-477860_mir","1.439","Amp","UNKNOWN","17.554","17.593","0.056","-","-","-","-","-","-","-","true","0.365","true","3.0","11.0","false",
"D12","155","-478225_mir","1.152","Amp","UNKNOWN","20.744","20.664","0.114","-","-","-","-","-","-","-","true","0.047","true","3.0","17.0","false",
"D13","155","-478412_mir","1.05","Amp","UNKNOWN","18.230","18.851","0.879","-","-","-","-","-","-","-","true","0.04","true","3.0","15.0","false",
"D14","155","-477885_mir","1.401","Amp","UNKNOWN","26.701","26.709","0.012","-","-","-","-","-","-","-","true","0.383","true","3.0","19.0","false",
"D15","155","-478501_mir","0.636","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"D16","155","-477916_mir","1.584","Amp","UNKNOWN","21.410","21.471","0.086","-","-","-","-","-","-","-","true","0.361","true","3.0","15.0","false",
"D17","155","-477925_mir","1.259","Amp","UNKNOWN","28.787","29.061","0.388","-","-","-","-","-","-","-","true","0.107","true","3.0","24.0","false",
"D18","155","-477967_mir","0.998","Amp","UNKNOWN","23.517","24.112","0.842","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"D19","155","-477982_mir","1.39","Amp","UNKNOWN","23.992","23.992","0.0","-","-","-","-","-","-","-","true","0.362","true","3.0","16.0","false",
"D20","155","-478323_mir","1.165","Amp","UNKNOWN","22.357","22.449","0.13","-","-","-","-","-","-","-","true","0.064","true","3.0","19.0","false",
"D21","155","-478074_mir","0.835","Amp","UNKNOWN","23.034","23.368","0.472","-","-","-","-","-","-","-","true","0.04","true","3.0","19.0","false",
"D22","155","-478350_mir","0.878","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"D23","155","-477952_mir","1.37","Amp","UNKNOWN","20.287","20.156","0.185","-","-","-","-","-","-","-","true","0.244","true","3.0","14.0","false",
"D24","155","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.091","true","3.0","39.0","false",
"E1","202","-478577_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"E2","202","-477973_mir","1.407","Amp","UNKNOWN","29.221","29.161","0.084","-","-","-","-","-","-","-","true","0.287","true","3.0","23.0","false",
"E3","202","-477975_mir","1.387","Amp","UNKNOWN","21.365","21.352","0.018","-","-","-","-","-","-","-","true","0.28","true","3.0","15.0","false",
"E4","202","-477992_mir","1.418","Amp","UNKNOWN","22.183","22.094","0.126","-","-","-","-","-","-","-","true","0.349","true","3.0","16.0","false",
"E5","202","-478369_mir","1.342","Amp","UNKNOWN","25.781","25.758","0.033","-","-","-","-","-","-","-","true","0.295","true","3.0","19.0","false",
"E6","202","-478007_mir","1.266","Amp","UNKNOWN","22.741","22.654","0.122","-","-","-","-","-","-","-","true","0.148","true","3.0","19.0","false",
"E7","202","-478606_mir","1.055","Amp","UNKNOWN","21.104","21.869","1.081","-","-","-","-","-","-","-","true","0.059","true","3.0","18.0","false",
"E8","202","-478026_mir","0.895","Amp","UNKNOWN","25.261","25.434","0.244","-","-","-","-","-","-","-","true","0.04","true","3.0","22.0","false",
"E9","202","-478213_mir","0.762","Inconclusive","UNKNOWN","34.296","34.296","-","-","-","-","-","-","-","-","true","0.062","true","3.0","14.0","false",
"E10","202","-478343_mir","1.157","Amp","UNKNOWN","23.610","23.388","0.314","-","-","-","-","-","-","-","true","0.043","true","3.0","21.0","false",
"E11","202","-477860_mir","1.441","Amp","UNKNOWN","20.417","20.445","0.041","-","-","-","-","-","-","-","true","0.365","true","3.0","14.0","false",
"E12","202","-478225_mir","1.097","Amp","UNKNOWN","23.280","23.036","0.345","-","-","-","-","-","-","-","true","0.047","true","3.0","20.0","false",
"E13","202","-478412_mir","1.042","Inconclusive","UNKNOWN","21.591","21.625","0.047","-","-","-","-","-","-","-","true","0.04","true","3.0","19.0","false",
"E14","202","-477885_mir","1.439","Amp","UNKNOWN","27.083","26.991","0.131","-","-","-","-","-","-","-","true","0.383","true","3.0","20.0","false",
"E15","202","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"E16","202","-477916_mir","1.581","Amp","UNKNOWN","23.100","23.085","0.022","-","-","-","-","-","-","-","true","0.361","true","3.0","16.0","false",
"E17","202","-477925_mir","1.276","Amp","UNKNOWN","29.499","29.691","0.272","-","-","-","-","-","-","-","true","0.107","true","3.0","25.0","false",
"E18","202","-477967_mir","0.779","Amp","UNKNOWN","25.754","25.216","0.76","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"E19","202","-477982_mir","1.424","Amp","UNKNOWN","25.345","25.449","0.147","-","-","-","-","-","-","-","true","0.362","true","3.0","18.0","false",
"E20","202","-478323_mir","1.157","Amp","UNKNOWN","23.542","23.346","0.277","-","-","-","-","-","-","-","true","0.064","true","3.0","20.0","false",
"E21","202","-478074_mir","0.666","No Amp","UNKNOWN","26.438","26.438","-","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"E22","202","-478350_mir","0.989","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"E23","202","-477952_mir","1.396","Amp","UNKNOWN","21.226","21.181","0.063","-","-","-","-","-","-","-","true","0.244","true","3.0","16.0","false",
"E24","202","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.091","true","3.0","39.0","false",
"F1","202","-478577_mir","0.855","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F2","202","-477973_mir","1.415","Amp","UNKNOWN","29.101","29.161","0.084","-","-","-","-","-","-","-","true","0.287","true","3.0","22.0","false",
"F3","202","-477975_mir","1.382","Amp","UNKNOWN","21.340","21.352","0.018","-","-","-","-","-","-","-","true","0.28","true","3.0","15.0","false",
"F4","202","-477992_mir","1.417","Amp","UNKNOWN","22.005","22.094","0.126","-","-","-","-","-","-","-","true","0.349","true","3.0","15.0","false",
"F5","202","-478369_mir","1.347","Amp","UNKNOWN","25.734","25.758","0.033","-","-","-","-","-","-","-","true","0.295","true","3.0","19.0","false",
"F6","202","-478007_mir","1.242","Amp","UNKNOWN","22.568","22.654","0.122","-","-","-","-","-","-","-","true","0.148","true","3.0","18.0","false",
"F7","202","-478606_mir","1.002","Amp","UNKNOWN","22.633","21.869","1.081","-","-","-","-","-","-","-","true","0.059","true","3.0","21.0","false",
"F8","202","-478026_mir","0.839","Amp","UNKNOWN","25.607","25.434","0.244","-","-","-","-","-","-","-","true","0.04","true","3.0","22.0","false",
"F9","202","-478213_mir","0.0","Inconclusive","UNKNOWN","Undetermined","34.296","-","-","-","-","-","-","-","-","true","0.062","true","3.0","39.0","false",
"F10","202","-478343_mir","1.144","Amp","UNKNOWN","23.167","23.388","0.314","-","-","-","-","-","-","-","true","0.043","true","3.0","21.0","false",
"F11","202","-477860_mir","1.434","Amp","UNKNOWN","20.474","20.445","0.041","-","-","-","-","-","-","-","true","0.365","true","3.0","14.0","false",
"F12","202","-478225_mir","1.078","Amp","UNKNOWN","22.792","23.036","0.345","-","-","-","-","-","-","-","true","0.047","true","3.0","20.0","false",
"F13","202","-478412_mir","1.027","Amp","UNKNOWN","21.658","21.625","0.047","-","-","-","-","-","-","-","true","0.04","true","3.0","18.0","false",
"F14","202","-477885_mir","1.441","Amp","UNKNOWN","26.898","26.991","0.131","-","-","-","-","-","-","-","true","0.383","true","3.0","19.0","false",
"F15","202","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F16","202","-477916_mir","1.577","Amp","UNKNOWN","23.069","23.085","0.022","-","-","-","-","-","-","-","true","0.361","true","3.0","16.0","false",
"F17","202","-477925_mir","1.288","Amp","UNKNOWN","29.884","29.691","0.272","-","-","-","-","-","-","-","true","0.107","true","3.0","24.0","false",
"F18","202","-477967_mir","0.819","Amp","UNKNOWN","24.679","25.216","0.76","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"F19","202","-477982_mir","1.419","Amp","UNKNOWN","25.553","25.449","0.147","-","-","-","-","-","-","-","true","0.362","true","3.0","19.0","false",
"F20","202","-478323_mir","1.153","Amp","UNKNOWN","23.151","23.346","0.277","-","-","-","-","-","-","-","true","0.064","true","3.0","20.0","false",
"F21","202","-478074_mir","0.0","No Amp","UNKNOWN","Undetermined","26.438","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"F22","202","-478350_mir","0.994","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F23","202","-477952_mir","1.397","Amp","UNKNOWN","21.137","21.181","0.063","-","-","-","-","-","-","-","true","0.244","true","3.0","15.0","false",
"F24","202","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.091","true","3.0","39.0","false",
"G1","204","-478577_mir","0.746","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"G2","204","-477973_mir","1.335","Amp","UNKNOWN","33.100","33.431","0.468","-","-","-","-","-","-","-","true","0.287","true","3.0","28.0","false",
"G3","204","-477975_mir","1.348","Amp","UNKNOWN","24.843","24.737","0.151","-","-","-","-","-","-","-","true","0.28","true","3.0","18.0","false",
"G4","204","-477992_mir","1.415","Amp","UNKNOWN","25.913","25.845","0.096","-","-","-","-","-","-","-","true","0.349","true","3.0","19.0","false",
"G5","204","-478369_mir","1.344","Amp","UNKNOWN","28.664","28.622","0.059","-","-","-","-","-","-","-","true","0.295","true","3.0","22.0","false",
"G6","204","-478007_mir","1.199","Amp","UNKNOWN","25.306","25.475","0.239","-","-","-","-","-","-","-","true","0.148","true","3.0","20.0","false",
"G7","204","-478606_mir","1.086","Amp","UNKNOWN","27.696","26.531","1.647","-","-","-","-","-","-","-","true","0.059","true","3.0","24.0","false",
"G8","204","-478026_mir","0.768","Amp","UNKNOWN","27.413","27.157","0.363","-","-","-","-","-","-","-","true","0.04","true","3.0","25.0","false",
"G9","204","-478213_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.062","true","3.0","39.0","false",
"G10","204","-478343_mir","1.102","Amp","UNKNOWN","25.756","26.187","0.61","-","-","-","-","-","-","-","true","0.043","true","3.0","22.0","false",
"G11","204","-477860_mir","1.43","Amp","UNKNOWN","22.332","22.19","0.2","-","-","-","-","-","-","-","true","0.365","true","3.0","16.0","false",
"G12","204","-478225_mir","1.04","Amp","UNKNOWN","25.512","25.491","0.03","-","-","-","-","-","-","-","true","0.047","true","3.0","21.0","false",
"G13","204","-478412_mir","0.949","Amp","UNKNOWN","24.225","23.491","1.037","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"G14","204","-477885_mir","1.398","Amp","UNKNOWN","30.568","30.444","0.175","-","-","-","-","-","-","-","true","0.383","true","3.0","23.0","false",
"G15","204","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"G16","204","-477916_mir","1.586","Amp","UNKNOWN","24.818","24.855","0.052","-","-","-","-","-","-","-","true","0.361","true","3.0","18.0","false",
"G17","204","-477925_mir","1.126","Amp","UNKNOWN","32.960","32.591","0.522","-","-","-","-","-","-","-","true","0.107","true","3.0","26.0","false",
"G18","204","-477967_mir","0.933","Amp","UNKNOWN","24.737","25.809","1.516","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"G19","204","-477982_mir","1.454","Amp","UNKNOWN","29.437","29.603","0.236","-","-","-","-","-","-","-","true","0.362","true","3.0","21.0","false",
"G20","204","-478323_mir","1.04","Amp","UNKNOWN","25.713","26.009","0.419","-","-","-","-","-","-","-","true","0.064","true","3.0","21.0","false",
"G21","204","-478074_mir","0.874","Amp","UNKNOWN","26.063","25.385","0.959","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"G22","204","-478350_mir","0.914","Inconclusive","UNKNOWN","36.501","37.256","1.067","-","-","-","-","-","-","-","true","0.2","true","3.0","31.0","false",
"G23","204","-477952_mir","1.323","Amp","UNKNOWN","24.922","25.189","0.379","-","-","-","-","-","-","-","true","0.244","true","3.0","15.0","false",
"G24","204","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.091","true","3.0","39.0","false",
"H1","204","-478577_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"H2","204","-477973_mir","1.293","Amp","UNKNOWN","33.762","33.431","0.468","-","-","-","-","-","-","-","true","0.287","true","3.0","27.0","false",
"H3","204","-477975_mir","1.348","Amp","UNKNOWN","24.630","24.737","0.151","-","-","-","-","-","-","-","true","0.28","true","3.0","17.0","false",
"H4","204","-477992_mir","1.411","Amp","UNKNOWN","25.778","25.845","0.096","-","-","-","-","-","-","-","true","0.349","true","3.0","18.0","false",
"H5","204","-478369_mir","1.329","Amp","UNKNOWN","28.580","28.622","0.059","-","-","-","-","-","-","-","true","0.295","true","3.0","21.0","false",
"H6","204","-478007_mir","1.188","Amp","UNKNOWN","25.644","25.475","0.239","-","-","-","-","-","-","-","true","0.148","true","3.0","20.0","false",
"H7","204","-478606_mir","1.026","Amp","UNKNOWN","25.366","26.531","1.647","-","-","-","-","-","-","-","true","0.059","true","3.0","23.0","false",
"H8","204","-478026_mir","0.719","Amp","UNKNOWN","26.900","27.157","0.363","-","-","-","-","-","-","-","true","0.04","true","3.0","23.0","false",
"H9","204","-478213_mir","0.544","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.062","true","3.0","39.0","false",
"H10","204","-478343_mir","1.088","Amp","UNKNOWN","26.619","26.187","0.61","-","-","-","-","-","-","-","true","0.043","true","3.0","23.0","false",
"H11","204","-477860_mir","1.433","Amp","UNKNOWN","22.049","22.19","0.2","-","-","-","-","-","-","-","true","0.365","true","3.0","14.0","false",
"H12","204","-478225_mir","1.037","Amp","UNKNOWN","25.470","25.491","0.03","-","-","-","-","-","-","-","true","0.047","true","3.0","22.0","false",
"H13","204","-478412_mir","0.973","Amp","UNKNOWN","22.758","23.491","1.037","-","-","-","-","-","-","-","true","0.04","true","3.0","19.0","false",
"H14","204","-477885_mir","1.429","Amp","UNKNOWN","30.321","30.444","0.175","-","-","-","-","-","-","-","true","0.383","true","3.0","22.0","false",
