# Experiment File Name : card ARV7 _7 08.02.22.sds
# Created By :giulia.salva@gmail.com
# Last Modified Date : 2022-02-10 09:46:08 AM
# Instrument Type : 7900HT Real-Time PCR System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","2.958","-0.025","false","24.0","2891.681",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","2.965","-0.029","false","25.0","2929.468",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","2.972","-0.031","false","26.0","2907.606",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","2.985","-0.028","false","27.0","2983.278",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","3.012","-0.011","false","28.0","2997.704",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","3.019","-0.014","false","29.0","2987.43",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","3.04","-0.003","false","30.0","2961.747",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","3.027","-0.026","false","31.0","3031.599",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","3.063","0.0","false","32.0","3017.124",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","3.073","0.0","false","33.0","3022.833",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","3.107","0.024","false","34.0","2973.987",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","3.105","0.012","false","35.0","3069.027",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","3.132","0.03","false","36.0","3053.032",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","3.134","0.022","false","37.0","3032.637",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","3.155","0.032","false","38.0","3016.326",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","3.188","0.056","false","39.0","3001.074",
"card ARV7 _7 08.02.22.sds","","A1","-478577_mir","154","3.192","0.05","false","40.0","3027.273",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.8","0.023","false","1.0","2917.483",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.785","0.013","false","2.0","3003.014",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.77","0.003","false","3.0","3009.162",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.772","0.01","false","4.0","3087.266",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.753","-0.003","false","5.0","3063.591",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.756","0.005","false","6.0","3074.38",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.744","-0.001","false","7.0","3055.166",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.747","0.006","false","8.0","3034.02",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.734","-0.001","false","9.0","3028.933",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.723","-0.007","false","10.0","3087.265",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.72","-0.005","false","11.0","3119.56",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.719","0.0","false","12.0","3031.295",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.714","0.001","false","13.0","3083.989",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.709","0.001","false","14.0","3047.412",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.696","-0.007","false","15.0","3028.2",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.695","-0.003","false","16.0","3118.868",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.68","-0.012","false","17.0","3086.685",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.681","-0.006","false","18.0","3078.711",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.673","-0.009","false","19.0","3121.264",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.673","-0.003","false","20.0","3055.334",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.683","0.013","false","21.0","3099.224",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.668","0.003","false","22.0","3090.77",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.663","0.003","false","23.0","3127.398",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.667","0.012","false","24.0","3169.342",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.663","0.014","false","25.0","3201.149",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.672","0.028","false","26.0","3131.938",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.673","0.035","false","27.0","3205.884",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.677","0.043","false","28.0","3224.89",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.69","0.062","false","29.0","3215.871",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.708","0.086","false","30.0","3209.892",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.747","0.13","false","31.0","3239.422",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.812","0.2","false","32.0","3284.986",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","1.901","0.294","false","33.0","3244.719",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","2.035","0.434","false","34.0","3224.791",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","2.203","0.607","false","35.0","3278.466",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","2.371","0.781","false","36.0","3346.854",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","2.61","1.026","false","37.0","3240.15",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","2.848","1.268","false","38.0","3269.75",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","3.106","1.531","false","39.0","3284.579",
"card ARV7 _7 08.02.22.sds","","A2","-477973_mir","154","3.343","1.774","false","40.0","3306.313",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.919","-0.005","false","1.0","2785.866",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.921","-0.004","false","2.0","2779.872",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.926","0.0","false","3.0","2804.062",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.93","0.004","false","4.0","2937.596",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.929","0.001","false","5.0","2844.729",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.93","0.001","false","6.0","2877.43",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.931","0.002","false","7.0","2868.948",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.927","-0.002","false","8.0","2929.837",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.932","0.001","false","9.0","2936.97",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.927","-0.005","false","10.0","2920.124",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.93","-0.002","false","11.0","2958.869",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.926","-0.007","false","12.0","2879.243",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.931","-0.003","false","13.0","2912.57",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.937","0.002","false","14.0","2944.045",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.936","0.001","false","15.0","2927.679",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.932","-0.004","false","16.0","2898.606",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.941","0.004","false","17.0","2881.746",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.943","0.005","false","18.0","2885.787",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.951","0.013","false","19.0","2889.505",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.961","0.022","false","20.0","2922.955",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","0.982","0.042","false","21.0","2958.016",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","1.022","0.082","false","22.0","2930.857",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","1.09","0.149","false","23.0","2860.855",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","1.175","0.233","false","24.0","2974.956",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","1.3","0.357","false","25.0","2898.367",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","1.476","0.532","false","26.0","2941.858",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","1.664","0.719","false","27.0","3000.594",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","1.885","0.94","false","28.0","2904.116",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","2.114","1.168","false","29.0","2921.475",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","2.344","1.397","false","30.0","2900.051",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","2.554","1.606","false","31.0","2900.505",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","2.744","1.796","false","32.0","2903.684",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","2.937","1.988","false","33.0","2971.372",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","3.088","2.138","false","34.0","3032.99",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","3.277","2.326","false","35.0","3045.938",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","3.43","2.478","false","36.0","3006.61",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","3.585","2.632","false","37.0","2955.318",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","3.733","2.78","false","38.0","2976.938",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","3.867","2.913","false","39.0","3023.775",
"card ARV7 _7 08.02.22.sds","","A3","-477975_mir","154","4.022","3.068","false","40.0","2968.551",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.329","-0.009","false","1.0","2925.288",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.334","-0.004","false","2.0","2850.63",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.329","-0.009","false","3.0","2874.961",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.335","-0.002","false","4.0","2959.216",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.338","0.001","false","5.0","2865.929",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.338","0.002","false","6.0","2843.579",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.336","0.0","false","7.0","3008.776",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.34","0.004","false","8.0","2995.153",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.339","0.004","false","9.0","2994.951",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.338","0.003","false","10.0","2998.694",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.335","0.0","false","11.0","3008.72",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.338","0.004","false","12.0","2944.75",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.333","-0.001","false","13.0","2945.509",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.334","0.001","false","14.0","3037.229",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.331","-0.002","false","15.0","3040.818",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.33","-0.002","false","16.0","3044.681",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.334","0.002","false","17.0","2975.397",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.332","0.0","false","18.0","3011.898",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.326","-0.005","false","19.0","2992.584",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.336","0.005","false","20.0","2960.998",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.346","0.016","false","21.0","3055.766",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.347","0.017","false","22.0","3094.677",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.369","0.039","false","23.0","3049.28",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.396","0.066","false","24.0","3135.11",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.439","0.109","false","25.0","3034.452",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.513","0.184","false","26.0","3149.771",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.622","0.294","false","27.0","3183.395",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.771","0.443","false","28.0","3086.985",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","1.965","0.637","false","29.0","3115.898",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","2.202","0.875","false","30.0","3070.785",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","2.47","1.143","false","31.0","3115.934",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","2.714","1.388","false","32.0","3182.564",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","2.972","1.646","false","33.0","3232.066",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","3.242","1.916","false","34.0","3275.259",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","3.45","2.125","false","35.0","3344.707",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","3.636","2.311","false","36.0","3343.168",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","3.822","2.497","false","37.0","3257.447",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","3.961","2.637","false","38.0","3320.769",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","4.065","2.741","false","39.0","3431.059",
"card ARV7 _7 08.02.22.sds","","A4","-477992_mir","154","4.158","2.835","false","40.0","3379.643",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.988","0.0","false","1.0","2944.979",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.981","-0.007","false","2.0","2945.834",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.989","0.002","false","3.0","2812.399",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.986","0.0","false","4.0","2894.631",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.985","0.0","false","5.0","2797.009",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.986","0.003","false","6.0","2800.882",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.988","0.005","false","7.0","2957.737",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.98","-0.002","false","8.0","2932.709",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.977","-0.004","false","9.0","2925.498",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.979","-0.002","false","10.0","2942.034",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.979","0.0","false","11.0","2907.9",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.977","-0.001","false","12.0","2950.958",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.974","-0.004","false","13.0","2808.631",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.975","-0.002","false","14.0","2929.382",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.972","-0.004","false","15.0","2966.006",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.974","-0.001","false","16.0","2990.458",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.975","0.0","false","17.0","2892.648",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.976","0.002","false","18.0","2934.036",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.98","0.008","false","19.0","2911.409",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.986","0.014","false","20.0","2862.049",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","0.996","0.025","false","21.0","2922.112",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","1.009","0.039","false","22.0","2992.04",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","1.042","0.072","false","23.0","2949.513",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","1.096","0.127","false","24.0","3022.408",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","1.18","0.213","false","25.0","2997.833",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","1.295","0.328","false","26.0","3061.432",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","1.471","0.505","false","27.0","3064.028",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","1.669","0.703","false","28.0","2978.905",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","1.906","0.942","false","29.0","3007.401",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","2.169","1.205","false","30.0","3037.739",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","2.424","1.461","false","31.0","3038.528",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","2.679","1.717","false","32.0","3012.068",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","2.899","1.938","false","33.0","3151.821",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","3.122","2.162","false","34.0","3182.119",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","3.293","2.334","false","35.0","3195.574",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","3.477","2.519","false","36.0","3206.242",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","3.626","2.668","false","37.0","3191.565",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","3.785","2.828","false","38.0","3202.744",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","3.892","2.935","false","39.0","3288.779",
"card ARV7 _7 08.02.22.sds","","A5","-478369_mir","154","4.02","3.065","false","40.0","3255.219",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","2.003","0.006","false","1.0","2992.057",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","2.002","0.006","false","2.0","3024.627",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","2.003","0.007","false","3.0","3032.323",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.999","0.005","false","4.0","3056.55",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.99","-0.004","false","5.0","2975.429",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.991","-0.002","false","6.0","2980.884",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.99","-0.002","false","7.0","3053.988",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.985","-0.006","false","8.0","3061.26",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.994","0.004","false","9.0","3071.28",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.983","-0.006","false","10.0","3074.814",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.988","0.0","false","11.0","3083.841",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.984","-0.004","false","12.0","3015.263",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.984","-0.003","false","13.0","2996.093",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.996","0.01","false","14.0","3123.115",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.985","0.0","false","15.0","3079.684",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.985","0.0","false","16.0","3069.891",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.979","-0.005","false","17.0","3036.767",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.983","0.001","false","18.0","3029.332",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.987","0.005","false","19.0","3065.987",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.992","0.01","false","20.0","3077.571",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","1.997","0.017","false","21.0","3128.895",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","2.009","0.029","false","22.0","3129.083",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","2.019","0.041","false","23.0","3099.324",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","2.053","0.075","false","24.0","3150.536",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","2.101","0.124","false","25.0","3167.849",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","2.157","0.181","false","26.0","3165.563",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","2.264","0.289","false","27.0","3223.947",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","2.387","0.413","false","28.0","3162.512",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","2.515","0.541","false","29.0","3152.04",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","2.656","0.683","false","30.0","3194.846",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","2.799","0.827","false","31.0","3184.113",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","2.915","0.944","false","32.0","3214.99",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","3.068","1.098","false","33.0","3292.447",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","3.19","1.221","false","34.0","3286.905",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","3.293","1.325","false","35.0","3310.342",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","3.413","1.445","false","36.0","3311.625",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","3.471","1.504","false","37.0","3238.263",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","3.542","1.575","false","38.0","3310.915",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","3.603","1.637","false","39.0","3371.551",
"card ARV7 _7 08.02.22.sds","","A6","-478007_mir","154","3.637","1.672","false","40.0","3346.755",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.964","0.03","false","1.0","2993.864",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.931","-0.003","false","2.0","3030.901",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.926","-0.009","false","3.0","3125.674",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.954","0.02","false","4.0","3112.807",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.939","0.004","false","5.0","3065.413",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.941","0.006","false","6.0","3040.34",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.928","-0.008","false","7.0","3068.737",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.932","-0.004","false","8.0","3112.312",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.923","-0.013","false","9.0","3079.824",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.93","-0.006","false","10.0","3136.31",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.94","0.004","false","11.0","3150.122",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.932","-0.004","false","12.0","3094.731",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.938","0.002","false","13.0","3127.298",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.94","0.003","false","14.0","3090.662",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.929","-0.007","false","15.0","3041.081",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.933","-0.004","false","16.0","3121.985",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.949","0.012","false","17.0","3081.39",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.941","0.004","false","18.0","3160.689",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.939","0.002","false","19.0","3191.309",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.934","-0.004","false","20.0","3240.895",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.933","-0.004","false","21.0","3214.756",
"card ARV7 _7 08.02.22.sds","","A7","-478606_mir","154","2.947","0.009","false","22.0","3128.6",
