# Experiment File Name : card ARV7 _4 07.02.22.sds
# Created By :giulia.salva@gmail.com
# Last Modified Date : 2022-02-10 09:46:08 AM
# Instrument Type : 7900HT Real-Time PCR System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"card ARV7 _4 07.02.22.sds","","A1","-478577_mir","129","3.151","-0.041","false","26.0","3332.681",
"card ARV7 _4 07.02.22.sds","","A1","-478577_mir","129","3.185","-0.019","false","27.0","3282.193",
"card ARV7 _4 07.02.22.sds","","A1","-478577_mir","129","3.184","-0.031","false","28.0","3281.997",
"card ARV7 _4 07.02.22.sds","","A1","-478577_mir","129","3.2","-0.026","false","29.0","3305.395",
"card ARV7 _4 07.02.22.sds","","A1","-478577_mir","129","3.226","-0.011","false","30.0","3321.683",
"card ARV7 _4 07.02.22.sds","","A1","-478577_mir","129","3.237","-0.012","false","31.0","3344.786",
"card ARV7 _4 07.02.22.sds","","A1","-478577_mir","129","3.265","0.004","false","32.0","3343.659",
"card ARV7 _4 07.02.22.sds","","A1","-478577_mir","129","3.289","0.017","false","33.0","3379.595",
"card ARV7 _4 07.02.22.sds","","A1","-478577_mir","129","3.307","0.024","false","34.0","3339.473",
"card ARV7 _4 07.02.22.sds","","A1","-478577_mir","129","3.319","0.025","false","35.0","3318.41",
"card ARV7 _4 07.02.22.sds","","A1","-478577_mir","129","3.343","0.038","false","36.0","3331.233",
"card ARV7 _4 07.02.22.sds","","A1","-478577_mir","129","3.359","0.043","false","37.0","3331.362",
"card ARV7 _4 07.02.22.sds","","A1","-478577_mir","129","3.405","0.077","false","38.0","3356.226",
"card ARV7 _4 07.02.22.sds","","A1","-478577_mir","129","3.392","0.053","false","39.0","3373.356",
"card ARV7 _4 07.02.22.sds","","A1","-478577_mir","129","3.385","0.035","false","40.0","3368.148",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.492","-0.043","false","1.0","3083.285",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.506","-0.031","false","2.0","3045.603",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.522","-0.017","false","3.0","3074.15",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.537","-0.003","false","4.0","3069.707",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.542","-0.001","false","5.0","3126.982",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.549","0.004","false","6.0","3137.574",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.551","0.004","false","7.0","3100.87",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.55","0.002","false","8.0","3170.059",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.56","0.01","false","9.0","3078.354",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.549","-0.003","false","10.0","3170.263",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.559","0.005","false","11.0","3182.353",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.553","-0.003","false","12.0","3133.163",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.56","0.003","false","13.0","3169.364",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.566","0.007","false","14.0","3159.855",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.56","-0.001","false","15.0","3151.279",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.562","0.0","false","16.0","3196.453",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.562","-0.003","false","17.0","3161.432",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.571","0.005","false","18.0","3165.251",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.573","0.004","false","19.0","3145.704",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.573","0.003","false","20.0","3172.476",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.572","0.0","false","21.0","3141.226",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.565","-0.009","false","22.0","3150.106",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.576","0.0","false","23.0","3251.579",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.572","-0.006","false","24.0","3253.592",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.578","-0.002","false","25.0","3188.141",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.585","0.004","false","26.0","3216.79",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.6","0.017","false","27.0","3198.744",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.611","0.026","false","28.0","3225.589",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.641","0.054","false","29.0","3223.714",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.692","0.104","false","30.0","3207.901",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.773","0.183","false","31.0","3194.44",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","1.888","0.296","false","32.0","3286.368",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","2.053","0.459","false","33.0","3270.684",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","2.27","0.674","false","34.0","3252.597",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","2.518","0.92","false","35.0","3255.31",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","2.797","1.197","false","36.0","3231.788",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","3.084","1.483","false","37.0","3212.343",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","3.361","1.758","false","38.0","3246.632",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","3.649","2.043","false","39.0","3227.636",
"card ARV7 _4 07.02.22.sds","","A2","-477973_mir","129","3.87","2.263","false","40.0","3217.364",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.968","-0.006","false","1.0","2799.578",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.979","0.003","false","2.0","2828.147",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.977","-0.001","false","3.0","2765.118",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.983","0.003","false","4.0","2833.906",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.977","-0.004","false","5.0","2845.806",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.98","-0.002","false","6.0","2873.338",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.989","0.004","false","7.0","2857.129",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.99","0.004","false","8.0","2928.225",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.993","0.005","false","9.0","2807.692",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.99","0.0","false","10.0","2896.421",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.985","-0.007","false","11.0","2928.63",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.994","0.001","false","12.0","2916.063",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.996","0.0","false","13.0","2859.732",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.992","-0.005","false","14.0","2956.617",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.996","-0.002","false","15.0","2913.273",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.996","-0.004","false","16.0","2966.051",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","0.996","-0.006","false","17.0","2916.951",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","1.011","0.007","false","18.0","2964.926",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","1.013","0.007","false","19.0","2932.582",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","1.024","0.017","false","20.0","2950.127",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","1.047","0.038","false","21.0","2961.317",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","1.085","0.074","false","22.0","3007.695",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","1.152","0.14","false","23.0","2976.769",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","1.252","0.237","false","24.0","2927.687",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","1.39","0.374","false","25.0","2965.606",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","1.582","0.564","false","26.0","2949.967",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","1.808","0.788","false","27.0","2946.931",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","2.062","1.041","false","28.0","2961.713",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","2.311","1.288","false","29.0","2916.687",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","2.556","1.531","false","30.0","2980.824",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","2.807","1.78","false","31.0","2970.546",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","3.026","1.998","false","32.0","3026.494",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","3.216","2.185","false","33.0","2973.839",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","3.396","2.364","false","34.0","3031.641",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","3.584","2.55","false","35.0","2980.575",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","3.715","2.68","false","36.0","2962.941",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","3.879","2.841","false","37.0","2990.389",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","4.036","2.997","false","38.0","3005.574",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","4.147","3.106","false","39.0","3000.262",
"card ARV7 _4 07.02.22.sds","","A3","-477975_mir","129","4.315","3.273","false","40.0","3006.96",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.307","-0.014","false","1.0","3235.146",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.319","-0.003","false","2.0","3135.636",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.325","0.002","false","3.0","3183.889",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.321","-0.002","false","4.0","3167.194",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.324","0.0","false","5.0","3193.62",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.325","0.0","false","6.0","3251.881",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.328","0.002","false","7.0","3275.698",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.327","0.0","false","8.0","3298.696",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.327","-0.001","false","9.0","3245.208",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.329","0.001","false","10.0","3228.818",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.331","0.002","false","11.0","3261.319",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.329","-0.001","false","12.0","3267.229",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.328","-0.003","false","13.0","3270.976",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.329","-0.003","false","14.0","3365.68",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.334","0.001","false","15.0","3269.756",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.327","-0.006","false","16.0","3391.306",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.334","-0.001","false","17.0","3278.535",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.337","0.002","false","18.0","3319.922",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.338","0.002","false","19.0","3374.529",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.341","0.004","false","20.0","3360.52",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.349","0.011","false","21.0","3307.55",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.37","0.031","false","22.0","3284.854",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.395","0.055","false","23.0","3383.254",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.437","0.096","false","24.0","3382.579",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.506","0.165","false","25.0","3328.344",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.62","0.278","false","26.0","3356.988",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.77","0.426","false","27.0","3395.313",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","1.981","0.637","false","28.0","3412.797",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","2.253","0.907","false","29.0","3416.297",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","2.56","1.214","false","30.0","3388.828",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","2.865","1.518","false","31.0","3404.222",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","3.193","1.845","false","32.0","3476.396",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","3.503","2.154","false","33.0","3508.169",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","3.764","2.415","false","34.0","3493.163",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","4.014","2.663","false","35.0","3513.793",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","4.177","2.826","false","36.0","3502.879",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","4.363","3.011","false","37.0","3519.592",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","4.476","3.122","false","38.0","3563.843",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","4.581","3.227","false","39.0","3532.803",
"card ARV7 _4 07.02.22.sds","","A4","-477992_mir","129","4.642","3.287","false","40.0","3597.706",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.152","0.048","false","1.0","2970.625",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.13","0.033","false","2.0","2898.43",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.107","0.017","false","3.0","2928.514",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.099","0.016","false","4.0","2948.541",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.078","0.002","false","5.0","2976.838",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.066","-0.003","false","6.0","2996.241",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.055","-0.007","false","7.0","3007.12",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.045","-0.01","false","8.0","3017.733",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.041","-0.007","false","9.0","2994.636",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.028","-0.013","false","10.0","2978.769",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.025","-0.008","false","11.0","3036.717",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.022","-0.005","false","12.0","2968.757",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.013","-0.007","false","13.0","3001.891",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.012","0.0","false","14.0","3076.349",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.006","0.0","false","15.0","2996.229",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","0.999","0.001","false","16.0","3067.232",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","0.994","0.003","false","17.0","3047.441",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","0.993","0.009","false","18.0","3020.389",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","0.99","0.012","false","19.0","3064.928",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","0.991","0.021","false","20.0","3062.032",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","0.995","0.032","false","21.0","3002.385",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","0.995","0.038","false","22.0","3006.475",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.005","0.055","false","23.0","3118.48",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.025","0.083","false","24.0","3093.905",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.071","0.135","false","25.0","3076.06",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.136","0.208","false","26.0","3066.755",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.238","0.317","false","27.0","3083.08",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.381","0.467","false","28.0","3114.189",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.564","0.657","false","29.0","3117.85",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","1.784","0.884","false","30.0","3119.871",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","2.03","1.138","false","31.0","3122.797",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","2.275","1.39","false","32.0","3136.423",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","2.522","1.643","false","33.0","3139.313",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","2.753","1.882","false","34.0","3102.123",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","2.957","2.093","false","35.0","3129.325",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","3.144","2.286","false","36.0","3119.08",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","3.322","2.471","false","37.0","3116.36",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","3.498","2.654","false","38.0","3197.571",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","3.635","2.798","false","39.0","3148.462",
"card ARV7 _4 07.02.22.sds","","A5","-478369_mir","129","3.768","2.939","false","40.0","3189.502",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.544","0.034","false","1.0","3167.241",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.524","0.029","false","2.0","3110.365",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.485","0.005","false","3.0","3148.755",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.463","-0.001","false","4.0","3148.328",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.453","0.004","false","5.0","3222.382",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.444","0.009","false","6.0","3147.879",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.425","0.006","false","7.0","3156.621",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.392","-0.012","false","8.0","3226.996",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.385","-0.004","false","9.0","3147.179",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.365","-0.009","false","10.0","3131.015",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.364","0.006","false","11.0","3150.344",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.324","-0.019","false","12.0","3185.532",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.322","-0.006","false","13.0","3158.795",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.322","0.009","false","14.0","3229.479",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.302","0.004","false","15.0","3168.234",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.277","-0.005","false","16.0","3267.506",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.281","0.014","false","17.0","3192.031",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.253","0.0","false","18.0","3217.191",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.261","0.023","false","19.0","3221.871",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.254","0.031","false","20.0","3201.825",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.25","0.043","false","21.0","3219.376",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.248","0.056","false","22.0","3232.484",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.262","0.085","false","23.0","3292.249",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.272","0.11","false","24.0","3252.712",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.308","0.161","false","25.0","3261.223",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.344","0.212","false","26.0","3271.236",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.416","0.299","false","27.0","3263.781",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.499","0.397","false","28.0","3306.938",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.596","0.51","false","29.0","3270.15",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.687","0.616","false","30.0","3321.056",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.79","0.734","false","31.0","3287.081",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.902","0.861","false","32.0","3353.224",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","2.996","0.971","false","33.0","3329.35",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","3.093","1.083","false","34.0","3308.366",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","3.168","1.173","false","35.0","3311.896",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","3.234","1.254","false","36.0","3317.444",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","3.302","1.338","false","37.0","3348.729",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","3.36","1.41","false","38.0","3377.863",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","3.413","1.478","false","39.0","3383.083",
"card ARV7 _4 07.02.22.sds","","A6","-478007_mir","129","3.426","1.506","false","40.0","3403.115",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.624","0.095","false","1.0","3090.152",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.499","-0.015","false","2.0","2931.477",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.47","-0.03","false","3.0","2982.175",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.506","0.021","false","4.0","2974.762",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.513","0.042","false","5.0","3139.28",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.489","0.032","false","6.0","3121.834",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.455","0.013","false","7.0","3137.701",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.44","0.012","false","8.0","3099.681",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.398","-0.015","false","9.0","3084.137",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.359","-0.04","false","10.0","3024.485",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.363","-0.022","false","11.0","3140.228",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.327","-0.042","false","12.0","2990.997",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.367","0.011","false","13.0","3087.752",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.338","-0.003","false","14.0","3113.184",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.312","-0.015","false","15.0","3115.243",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.29","-0.022","false","16.0","3127.238",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.299","0.002","false","17.0","3104.812",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.268","-0.016","false","18.0","2978.643",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.281","0.012","false","19.0","3095.539",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.29","0.036","false","20.0","3079.392",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.261","0.021","false","21.0","2935.552",
"card ARV7 _4 07.02.22.sds","","A7","-478606_mir","129","3.248","0.023","false","22.0","2952.574",
