# Experiment File Name : card ARV7 _3 07.02.22.sds
# Created By :giulia.salva@gmail.com
# Last Modified Date : 2022-02-10 09:46:08 AM
# Instrument Type : 7900HT Real-Time PCR System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"D2","120","-477973_mir","0.957","Inconclusive","UNKNOWN","36.532","36.532","-","-","-","-","-","-","-","-","true","0.269","true","3.0","27.0","false",
"D3","120","-477975_mir","1.364","Amp","UNKNOWN","25.399","25.24","0.225","-","-","-","-","-","-","-","true","0.278","true","3.0","19.0","false",
"D4","120","-477992_mir","1.43","Amp","UNKNOWN","26.852","26.839","0.018","-","-","-","-","-","-","-","true","0.347","true","3.0","19.0","false",
"D5","120","-478369_mir","1.339","Amp","UNKNOWN","28.717","28.682","0.049","-","-","-","-","-","-","-","true","0.294","true","3.0","21.0","false",
"D6","120","-478007_mir","1.149","Amp","UNKNOWN","27.274","26.939","0.472","-","-","-","-","-","-","-","true","0.159","true","3.0","23.0","false",
"D7","120","-478606_mir","1.082","Amp","UNKNOWN","25.337","25.337","-","-","-","-","-","-","-","-","true","0.049","true","3.0","25.0","false",
"D8","120","-478026_mir","0.572","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.04","true","3.0","39.0","false",
"D9","120","-478213_mir","0.91","Inconclusive","UNKNOWN","29.576","30.841","1.788","-","-","-","-","-","-","-","true","0.062","true","3.0","26.0","false",
"D10","120","-478343_mir","1.084","Amp","UNKNOWN","27.523","28.844","1.868","-","-","-","-","-","-","-","true","0.042","true","3.0","25.0","false",
"D11","120","-477860_mir","1.46","Amp","UNKNOWN","22.011","21.881","0.184","-","-","-","-","-","-","-","true","0.51","true","3.0","14.0","false",
"D12","120","-478225_mir","1.072","Amp","UNKNOWN","24.140","24.863","1.023","-","-","-","-","-","-","-","true","0.066","true","3.0","19.0","false",
"D13","120","-478412_mir","0.93","Amp","UNKNOWN","21.488","23.743","3.189","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"D14","120","-477885_mir","1.45","Amp","UNKNOWN","28.213","27.799","0.586","-","-","-","-","-","-","-","true","0.383","true","3.0","21.0","false",
"D15","120","-478501_mir","0.493","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"D16","120","-477916_mir","1.507","Amp","UNKNOWN","27.135","27.074","0.086","-","-","-","-","-","-","-","true","0.379","true","3.0","19.0","false",
"D17","120","-477925_mir","0.97","Amp","UNKNOWN","33.920","32.104","2.569","-","-","-","-","-","-","-","true","0.118","true","3.0","28.0","false",
"D18","120","-477967_mir","1.029","Amp","UNKNOWN","27.550","24.256","4.659","-","-","-","-","-","-","-","true","0.042","true","3.0","23.0","false",
"D19","120","-477982_mir","1.433","Amp","UNKNOWN","29.005","29.22","0.304","-","-","-","-","-","-","-","true","0.396","true","3.0","21.0","false",
"D20","120","-478323_mir","0.822","Amp","UNKNOWN","22.380","22.38","-","-","-","-","-","-","-","-","true","0.042","true","3.0","21.0","false",
"D21","120","-478074_mir","1.14","Amp","UNKNOWN","21.711","22.055","0.486","-","-","-","-","-","-","-","true","0.044","true","3.0","19.0","false",
"D22","120","-478350_mir","0.878","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"D23","120","-477952_mir","1.371","Amp","UNKNOWN","25.403","25.958","0.785","-","-","-","-","-","-","-","true","0.181","true","3.0","19.0","false",
"D24","120","-478411_mir","1.106","Amp","UNKNOWN","28.382","27.123","1.78","-","-","-","-","-","-","-","true","0.246","true","3.0","20.0","false",
"E1","121","-478577_mir","0.876","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"E2","121","-477973_mir","1.441","Amp","UNKNOWN","30.257","29.953","0.43","-","-","-","-","-","-","-","true","0.269","true","3.0","23.0","false",
"E3","121","-477975_mir","1.385","Amp","UNKNOWN","24.189","24.255","0.094","-","-","-","-","-","-","-","true","0.278","true","3.0","18.0","false",
"E4","121","-477992_mir","1.435","Amp","UNKNOWN","26.704","26.745","0.059","-","-","-","-","-","-","-","true","0.347","true","3.0","20.0","false",
"E5","121","-478369_mir","1.357","Amp","UNKNOWN","26.663","26.819","0.221","-","-","-","-","-","-","-","true","0.294","true","3.0","19.0","false",
"E6","121","-478007_mir","1.321","Amp","UNKNOWN","26.185","25.689","0.701","-","-","-","-","-","-","-","true","0.159","true","3.0","21.0","false",
"E7","121","-478606_mir","1.11","Amp","UNKNOWN","26.950","27.764","1.151","-","-","-","-","-","-","-","true","0.049","true","3.0","23.0","false",
"E8","121","-478026_mir","0.738","Amp","UNKNOWN","22.513","24.016","2.126","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"E9","121","-478213_mir","0.945","Inconclusive","UNKNOWN","30.371","29.722","0.918","-","-","-","-","-","-","-","true","0.062","true","3.0","26.0","false",
"E10","121","-478343_mir","0.882","Amp","UNKNOWN","29.741","29.794","0.075","-","-","-","-","-","-","-","true","0.042","true","3.0","27.0","false",
"E11","121","-477860_mir","1.471","Amp","UNKNOWN","20.134","20.195","0.086","-","-","-","-","-","-","-","true","0.51","true","3.0","12.0","false",
"E12","121","-478225_mir","1.204","Amp","UNKNOWN","23.292","23.428","0.192","-","-","-","-","-","-","-","true","0.066","true","3.0","19.0","false",
"E13","121","-478412_mir","1.046","Amp","UNKNOWN","24.400","23.891","0.72","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"E14","121","-477885_mir","1.429","Amp","UNKNOWN","28.542","28.941","0.564","-","-","-","-","-","-","-","true","0.383","true","3.0","18.0","false",
"E15","121","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"E16","121","-477916_mir","1.49","Amp","UNKNOWN","26.842","26.784","0.082","-","-","-","-","-","-","-","true","0.379","true","3.0","21.0","false",
"E17","121","-477925_mir","0.859","No Amp","UNKNOWN","39.845","37.589","3.19","-","-","-","-","-","-","-","true","0.118","true","3.0","32.0","false",
"E18","121","-477967_mir","1.003","Amp","UNKNOWN","23.402","22.451","1.346","-","-","-","-","-","-","-","true","0.042","true","3.0","21.0","false",
"E19","121","-477982_mir","1.43","Amp","UNKNOWN","29.515","29.92","0.574","-","-","-","-","-","-","-","true","0.396","true","3.0","16.0","false",
"E20","121","-478323_mir","0.818","Amp","UNKNOWN","22.066","23.37","1.845","-","-","-","-","-","-","-","true","0.042","true","3.0","19.0","false",
"E21","121","-478074_mir","0.773","Amp","UNKNOWN","26.079","25.717","0.512","-","-","-","-","-","-","-","true","0.044","true","3.0","22.0","false",
"E22","121","-478350_mir","0.755","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"E23","121","-477952_mir","1.358","Amp","UNKNOWN","26.040","25.616","0.599","-","-","-","-","-","-","-","true","0.181","true","3.0","21.0","false",
"E24","121","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.246","true","3.0","39.0","false",
"F1","121","-478577_mir","0.87","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F2","121","-477973_mir","1.417","Amp","UNKNOWN","29.649","29.953","0.43","-","-","-","-","-","-","-","true","0.269","true","3.0","20.0","false",
"F3","121","-477975_mir","1.361","Amp","UNKNOWN","24.321","24.255","0.094","-","-","-","-","-","-","-","true","0.278","true","3.0","18.0","false",
"F4","121","-477992_mir","1.414","Amp","UNKNOWN","26.787","26.745","0.059","-","-","-","-","-","-","-","true","0.347","true","3.0","20.0","false",
"F5","121","-478369_mir","1.344","Amp","UNKNOWN","26.975","26.819","0.221","-","-","-","-","-","-","-","true","0.294","true","3.0","21.0","false",
"F6","121","-478007_mir","1.32","Amp","UNKNOWN","25.193","25.689","0.701","-","-","-","-","-","-","-","true","0.159","true","3.0","20.0","false",
"F7","121","-478606_mir","1.112","Amp","UNKNOWN","28.578","27.764","1.151","-","-","-","-","-","-","-","true","0.049","true","3.0","24.0","false",
"F8","121","-478026_mir","0.812","Amp","UNKNOWN","25.519","24.016","2.126","-","-","-","-","-","-","-","true","0.04","true","3.0","22.0","false",
"F9","121","-478213_mir","1.014","Inconclusive","UNKNOWN","29.073","29.722","0.918","-","-","-","-","-","-","-","true","0.062","true","3.0","25.0","false",
"F10","121","-478343_mir","0.853","Inconclusive","UNKNOWN","29.847","29.794","0.075","-","-","-","-","-","-","-","true","0.042","true","3.0","26.0","false",
"F11","121","-477860_mir","1.456","Amp","UNKNOWN","20.256","20.195","0.086","-","-","-","-","-","-","-","true","0.51","true","3.0","12.0","false",
"F12","121","-478225_mir","1.195","Amp","UNKNOWN","23.564","23.428","0.192","-","-","-","-","-","-","-","true","0.066","true","3.0","19.0","false",
"F13","121","-478412_mir","1.05","Amp","UNKNOWN","23.382","23.891","0.72","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"F14","121","-477885_mir","1.439","Amp","UNKNOWN","29.340","28.941","0.564","-","-","-","-","-","-","-","true","0.383","true","3.0","23.0","false",
"F15","121","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F16","121","-477916_mir","1.489","Amp","UNKNOWN","26.726","26.784","0.082","-","-","-","-","-","-","-","true","0.379","true","3.0","21.0","false",
"F17","121","-477925_mir","0.815","Inconclusive","UNKNOWN","35.334","37.589","3.19","-","-","-","-","-","-","-","true","0.118","true","3.0","29.0","false",
"F18","121","-477967_mir","1.013","Amp","UNKNOWN","21.499","22.451","1.346","-","-","-","-","-","-","-","true","0.042","true","3.0","19.0","false",
"F19","121","-477982_mir","1.435","Amp","UNKNOWN","30.326","29.92","0.574","-","-","-","-","-","-","-","true","0.396","true","3.0","24.0","false",
"F20","121","-478323_mir","0.807","Amp","UNKNOWN","24.675","23.37","1.845","-","-","-","-","-","-","-","true","0.042","true","3.0","22.0","false",
"F21","121","-478074_mir","0.795","Amp","UNKNOWN","25.355","25.717","0.512","-","-","-","-","-","-","-","true","0.044","true","3.0","22.0","false",
"F22","121","-478350_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"F23","121","-477952_mir","1.344","Amp","UNKNOWN","25.192","25.616","0.599","-","-","-","-","-","-","-","true","0.181","true","3.0","19.0","false",
"F24","121","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.246","true","3.0","39.0","false",
"G1","122","-478577_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"G2","122","-477973_mir","1.386","Amp","UNKNOWN","30.231","29.991","0.34","-","-","-","-","-","-","-","true","0.269","true","3.0","21.0","false",
"G3","122","-477975_mir","1.347","Amp","UNKNOWN","23.654","23.643","0.015","-","-","-","-","-","-","-","true","0.278","true","3.0","16.0","false",
"G4","122","-477992_mir","1.388","Amp","UNKNOWN","26.193","25.951","0.342","-","-","-","-","-","-","-","true","0.347","true","3.0","20.0","false",
"G5","122","-478369_mir","1.363","Amp","UNKNOWN","25.677","25.394","0.4","-","-","-","-","-","-","-","true","0.294","true","3.0","20.0","false",
"G6","122","-478007_mir","1.162","Amp","UNKNOWN","23.877","24.207","0.466","-","-","-","-","-","-","-","true","0.159","true","3.0","18.0","false",
"G7","122","-478606_mir","1.1","Amp","UNKNOWN","26.315","22.711","5.098","-","-","-","-","-","-","-","true","0.049","true","3.0","23.0","false",
"G8","122","-478026_mir","0.834","Amp","UNKNOWN","25.704","25.322","0.541","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"G9","122","-478213_mir","0.789","Inconclusive","UNKNOWN","33.678","33.678","-","-","-","-","-","-","-","-","true","0.062","true","3.0","27.0","false",
"G10","122","-478343_mir","1.142","Amp","UNKNOWN","27.024","25.966","1.496","-","-","-","-","-","-","-","true","0.042","true","3.0","25.0","false",
"G11","122","-477860_mir","1.451","Amp","UNKNOWN","19.694","19.512","0.257","-","-","-","-","-","-","-","true","0.51","true","3.0","13.0","false",
"G12","122","-478225_mir","1.149","Amp","UNKNOWN","21.769","21.716","0.075","-","-","-","-","-","-","-","true","0.066","true","3.0","18.0","false",
"G13","122","-478412_mir","1.032","Amp","UNKNOWN","22.839","20.647","3.1","-","-","-","-","-","-","-","true","0.04","true","3.0","20.0","false",
"G14","122","-477885_mir","1.417","Amp","UNKNOWN","28.018","27.826","0.271","-","-","-","-","-","-","-","true","0.383","true","3.0","22.0","false",
"G15","122","-478501_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"G16","122","-477916_mir","1.534","Amp","UNKNOWN","23.917","24.045","0.181","-","-","-","-","-","-","-","true","0.379","true","3.0","17.0","false",
"G17","122","-477925_mir","1.035","Amp","UNKNOWN","32.516","31.966","0.777","-","-","-","-","-","-","-","true","0.118","true","3.0","26.0","false",
"G18","122","-477967_mir","1.015","Amp","UNKNOWN","25.710","25.553","0.222","-","-","-","-","-","-","-","true","0.042","true","3.0","22.0","false",
"G19","122","-477982_mir","1.436","Amp","UNKNOWN","28.922","29.23","0.436","-","-","-","-","-","-","-","true","0.396","true","3.0","19.0","false",
"G20","122","-478323_mir","0.953","Amp","UNKNOWN","22.325","24.414","2.955","-","-","-","-","-","-","-","true","0.042","true","3.0","20.0","false",
"G21","122","-478074_mir","0.877","Amp","UNKNOWN","25.608","24.295","1.857","-","-","-","-","-","-","-","true","0.044","true","3.0","21.0","false",
"G22","122","-478350_mir","0.823","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"G23","122","-477952_mir","1.315","Amp","UNKNOWN","23.210","23.97","1.075","-","-","-","-","-","-","-","true","0.181","true","3.0","14.0","false",
"G24","122","-478411_mir","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.246","true","3.0","39.0","false",
"H1","122","-478577_mir","0.0","Inconclusive","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false",
"H2","122","-477973_mir","1.409","Amp","UNKNOWN","29.750","29.991","0.34","-","-","-","-","-","-","-","true","0.269","true","3.0","20.0","false",
"H3","122","-477975_mir","1.358","Amp","UNKNOWN","23.632","23.643","0.015","-","-","-","-","-","-","-","true","0.278","true","3.0","16.0","false",
"H4","122","-477992_mir","1.381","Amp","UNKNOWN","25.709","25.951","0.342","-","-","-","-","-","-","-","true","0.347","true","3.0","17.0","false",
"H5","122","-478369_mir","1.357","Amp","UNKNOWN","25.110","25.394","0.4","-","-","-","-","-","-","-","true","0.294","true","3.0","17.0","false",
"H6","122","-478007_mir","1.226","Amp","UNKNOWN","24.537","24.207","0.466","-","-","-","-","-","-","-","true","0.159","true","3.0","18.0","false",
"H7","122","-478606_mir","1.119","Amp","UNKNOWN","19.106","22.711","5.098","-","-","-","-","-","-","-","true","0.049","true","3.0","20.0","false",
"H8","122","-478026_mir","0.762","Inconclusive","UNKNOWN","24.939","25.322","0.541","-","-","-","-","-","-","-","true","0.04","true","3.0","21.0","false",
"H9","122","-478213_mir","0.723","Inconclusive","UNKNOWN","Undetermined","33.678","-","-","-","-","-","-","-","-","true","0.062","true","3.0","39.0","false",
"H10","122","-478343_mir","1.151","Amp","UNKNOWN","24.908","25.966","1.496","-","-","-","-","-","-","-","true","0.042","true","3.0","22.0","false",
"H11","122","-477860_mir","1.468","Amp","UNKNOWN","19.330","19.512","0.257","-","-","-","-","-","-","-","true","0.51","true","3.0","11.0","false",
"H12","122","-478225_mir","1.179","Amp","UNKNOWN","21.663","21.716","0.075","-","-","-","-","-","-","-","true","0.066","true","3.0","16.0","false",
"H13","122","-478412_mir","1.025","Amp","UNKNOWN","18.454","20.647","3.1","-","-","-","-","-","-","-","true","0.04","true","3.0","16.0","false",
"H14","122","-477885_mir","1.419","Amp","UNKNOWN","27.635","27.826","0.271","-","-","-","-","-","-","-","true","0.383","true","3.0","20.0","false",
